Zipcode,Name,Population,Median Age,Household Income,Per Capita Income,Poverty Count (total),Poverty Rate,average rent,Median Home Value,African poverty rate,Native Hawaiian / Pacific Islander poverty rate,Hispanic poverty rate,Mix race poverty rate,Single father poverty rate,Single mother poverty rate,Asian poverty rate,Caucasian poverty rate
90016,ZCTA5 90016,47079.0,36.1,41140.0,21578.0,10438.0,22.171244079101086,1016.0,394100.0,7.672210539731091,0.0,12.72117079802035,1.1427600416321502,0.6563435926846365,2.0433739034389005,0.33773019817753136,8.137386095711463
90017,ZCTA5 90017,25772.0,30.9,25143.0,20413.0,11732.0,45.52227223343163,848.0,511300.0,2.436753065342232,0.019400900201769364,34.41719695793885,0.5509855657302499,1.2261368927518237,2.8402917895390347,5.571938537948161,14.527394071084899
90018,ZCTA5 90018,51639.0,34.8,35696.0,17937.0,13485.0,26.113983617033636,923.0,407600.0,9.771684192180329,0.015492166773175314,14.368984682120104,0.8501326516779953,0.9159743604639904,2.633668351439803,1.059276903115862,4.118979840817986
90019,ZCTA5 90019,68530.0,37.6,47518.0,28915.0,14117.0,20.599737341310377,1095.0,694200.0,3.8450313731212606,0.0,13.389756311104625,0.4202539033999708,0.3297825769735882,1.794834379104042,1.7364657814096016,8.006712388734861
90020,ZCTA5 90020,40170.0,34.2,40353.0,27106.0,7826.0,19.48220064724919,1109.0,566500.0,0.5999502116006971,0.0,9.302962409758527,0.4605426935524023,0.5327358725416977,1.6554642768235002,7.709733632063729,6.611899427433408
90021,ZCTA5 90021,2954.0,43.7,12370.0,23213.0,1459.0,49.3906567366283,439.0,556500.0,18.652674339878132,0.0,21.90250507786053,0.7447528774542993,0.9817197020988491,1.1509817197020988,0.37237643872714965,15.944482058226134
90022,ZCTA5 90022,67191.0,31.9,40650.0,14423.0,15659.0,23.30520456608772,945.0,326400.0,0.19347829322379487,0.0,22.540221160572102,0.38695658644758973,0.7054516229852212,2.2875087437305592,0.04316054233453885,15.314551055944992
90023,ZCTA5 90023,46611.0,30.6,37472.0,12875.0,13071.0,28.042736693055286,900.0,324900.0,0.40548368410890134,0.0,27.14166183947995,0.42479243097123,0.5642444916436035,2.3449400356139107,0.3110853661152947,18.47417991461243
90024,ZCTA5 90024,49737.0,23.0,57210.0,43727.0,12553.0,25.238755855801514,1920.0,1091100.0,0.30761807105374267,0.034179785672638074,3.178720067555341,1.3993606369503588,0.014074029394615679,0.19301526026901503,9.725154311679434,12.139855640669923
90025,ZCTA5 90025,46520.0,34.1,72653.0,49219.0,5871.0,12.620378331900257,1623.0,729100.0,0.2063628546861565,0.0,2.2098022355975924,0.6190885640584695,0.13327601031814273,0.3718830610490112,2.968615649183147,7.785898538263113
90026,ZCTA5 90026,67557.0,34.5,51568.0,30685.0,15000.0,22.203472623118255,1056.0,647200.0,1.4846722027325074,0.010361620557455186,15.647527273265538,0.6335390855129742,0.6157763074144796,1.7155883180129372,2.504551711887739,11.23347691578963
90027,ZCTA5 90027,46043.0,38.2,52922.0,41744.0,7539.0,16.373824468431682,1183.0,884800.0,0.3713919596898551,0.028234476467649806,4.851986186825359,0.45826727189800837,0.09339096062376474,0.9165345437960167,1.4117238233824903,10.826835783941098
90028,ZCTA5 90028,31122.0,34.1,35729.0,28361.0,8369.0,26.890945311997942,1122.0,654200.0,3.129618919092603,0.0,8.955080007711587,0.7197480881691408,0.1799370220422852,1.1246063877642825,2.814729130518604,13.57239251976094
90029,ZCTA5 90029,40242.0,35.4,35132.0,19918.0,11062.0,27.488693404900353,980.0,584100.0,0.9219223696635356,0.09939863823865613,19.126782963073406,0.5591173400924407,0.541722578400676,2.0252472541126187,2.547090104865563,10.039262462104269
90031,ZCTA5 90031,38940.0,35.6,36801.0,17069.0,10800.0,27.73497688751926,888.0,396000.0,0.21828454031843864,0.07447354904982023,19.031843862352336,0.5829481253210067,0.5495634309193631,2.236774524910118,6.795069337442219,8.708269131997946
90032,ZCTA5 90032,47285.0,33.7,45218.0,18613.0,10833.0,22.910013746431215,930.0,382000.0,0.7084699164639949,0.0,19.528391667547847,0.344718198160093,0.6133023157449509,2.142328433964259,1.3809876282119065,7.135455218356773
90033,ZCTA5 90033,49156.0,29.5,29499.0,12212.0,18025.0,36.66897225160713,825.0,327800.0,0.4027992513630076,0.014240377573439662,34.398649198470174,0.47400113923020587,0.9378305801936692,3.3627634469851087,1.2104320937423712,26.190088697208886
90034,ZCTA5 90034,57443.0,33.4,60965.0,39185.0,8524.0,14.839057848649967,1402.0,715000.0,1.3509043747715126,0.053966540744738264,5.137266507668471,0.6806747558449245,0.20368016990756055,0.6946016050693731,2.792333269501941,8.869662099820692
90035,ZCTA5 90035,30582.0,36.4,74667.0,50335.0,3449.0,11.277875874697534,1655.0,927800.0,1.1575436531292917,0.0,1.2817997514878032,0.5297233666862861,0.019619383951343928,0.48067490680792624,0.9090314564122687,7.909881629716827
90036,ZCTA5 90036,37931.0,34.3,71917.0,52023.0,5072.0,13.371648519680473,1844.0,1039300.0,0.45081859165326515,0.0975455432232211,1.9720017927289024,0.4218185652896048,0.24781840710764283,0.41918219925654476,1.7690016081832802,9.63064511876829
90037,ZCTA5 90037,61451.0,29.7,27129.0,11330.0,24624.0,40.07095083887976,869.0,300100.0,8.447380840018877,0.0,30.329856308278142,0.696489886250834,1.0284617011928203,3.6337895233600754,0.3547541943987893,9.251273372280354
90038,ZCTA5 90038,28155.0,32.2,35739.0,23709.0,8524.0,30.275261942816552,1024.0,600300.0,1.9321612502219854,0.0,20.7352157698455,1.4064997336174747,0.6251109927188776,2.1452672704670572,0.5931450896821169,10.05505238856331
90039,ZCTA5 90039,28436.0,39.3,77361.0,44638.0,2636.0,9.269939513293009,1320.0,681900.0,0.028133352088901394,0.0,5.788437192291462,0.23913349275566184,0.07736671824447883,0.7314671543114362,1.142917428611619,5.1519201012800675
90040,ZCTA5 90040,12812.0,34.0,41897.0,15633.0,2204.0,17.202622541367468,946.0,346000.0,0.0,0.0,16.99968779269435,0.5073368716827974,0.3902591320636903,1.0146737433655948,0.05463627848891664,13.409303777708399
90041,ZCTA5 90041,28405.0,39.7,68457.0,33467.0,3018.0,10.624889984157718,1174.0,611400.0,0.07393064601302587,0.0,4.875902129906707,0.4048582995951417,0.10913571554303819,0.5034324942791762,1.351874669952473,7.361380038725576
90042,ZCTA5 90042,63109.0,34.7,51444.0,23314.0,13124.0,20.795766055554676,1043.0,451100.0,0.7399895419036905,0.007922800234514887,16.8185203378282,0.36920249092839375,0.36920249092839375,1.5940674071843952,1.3516297200082397,8.368061607694624
90043,ZCTA5 90043,44328.0,40.0,41449.0,26687.0,8983.0,20.264843890994406,927.0,394300.0,12.32629489261866,0.0,7.221169463995668,0.2684533477711604,0.4331348132106118,2.4296155928532754,0.24363833243096913,3.205648799855622
90044,ZCTA5 90044,90155.0,30.7,30288.0,13515.0,32168.0,35.68077200377128,890.0,300300.0,10.379901281126948,0.007764405745660252,24.200543508402195,0.522433586600854,0.8263546115024125,3.675891520159725,0.118684487826521,8.48205867672342
90045,ZCTA5 90045,41145.0,34.7,81058.0,44571.0,4180.0,10.159193097581722,1633.0,774000.0,1.8349738728885647,0.05103900838497995,2.1266253493741645,0.763154696803986,0.3426904848705797,0.5274030866447929,1.1398711872645522,5.310487301008628
90046,ZCTA5 90046,50923.0,39.2,61157.0,61916.0,7274.0,14.284311607721461,1395.0,929600.0,0.8228109105904994,0.0,2.130667871099503,0.7344421970425937,0.09425996111776604,0.2965261276829723,0.722659701902873,10.708324332816213
90047,ZCTA5 90047,48306.0,39.0,40913.0,20815.0,10238.0,21.194054568790627,976.0,322300.0,15.581915290026084,0.0,5.173270401192399,0.2463462095805904,0.5672173228998468,2.602161222208421,0.037262451869333,3.1196952759491574
90048,ZCTA5 90048,22722.0,36.5,83672.0,67985.0,2021.0,8.894463515535604,1752.0,1068100.0,0.34768066191356395,0.0,0.7921837866385001,0.2816653463603556,0.1320306311064167,0.466508229909339,1.3863216266173752,6.350673356218643
90049,ZCTA5 90049,35581.0,41.2,117007.0,96078.0,2365.0,6.646805879542453,1906.0,1735800.0,0.140524437199629,0.0,0.6379809448863157,0.43281526657485736,0.030915376183918382,0.33163767179112447,0.8684410218937073,5.008290941794778
90056,ZCTA5 90056,8118.0,50.1,74959.0,47886.0,483.0,5.9497413155949745,1391.0,839800.0,4.533136240453314,0.0,0.2094111850209411,0.0,0.22172949002217296,0.2094111850209411,0.43114067504311404,0.9854644000985464
90057,ZCTA5 90057,48302.0,33.3,29332.0,14399.0,17039.0,35.2759720094406,863.0,363700.0,1.6562461181731605,0.014492153534015154,27.34876402633431,0.5672642954743075,0.9771852097221647,3.3104219286986045,4.461512980828951,10.987122686431203
90058,ZCTA5 90058,2674.0,23.5,15224.0,8260.0,1895.0,70.86761406133134,501.0,313600.0,3.1787584143605088,0.0,67.20269259536275,1.944652206432311,0.5609573672400897,10.022438294689604,0.7479431563201197,28.79581151832461
90059,ZCTA5 90059,46027.0,26.3,35061.0,11822.0,16688.0,36.25697959893106,757.0,261000.0,12.514393725422035,0.0,23.019097486258065,0.9928954743954636,0.42149173311317273,4.132357094748734,0.3019966541377887,12.733830143176831
90061,ZCTA5 90061,27203.0,29.1,36094.0,13927.0,8926.0,32.812557438517814,951.0,283600.0,11.726647796198948,0.0,20.865345733926404,0.3933389699665478,0.5036209241627762,3.242289453369114,0.09925375877660553,11.3333088262324
90062,ZCTA5 90062,33690.0,34.3,37293.0,15316.0,8836.0,26.22736717126744,901.0,315000.0,10.6233303650935,0.1840308696942713,15.075690115761354,0.3354111012169783,0.4986642920747996,3.4283170080142478,0.14247551202137132,4.698723656871476
90063,ZCTA5 90063,54142.0,31.2,41267.0,14703.0,13729.0,25.357393520741752,944.0,322600.0,0.10897270141479812,0.04063388866314506,24.649994459015183,0.3380000738797976,0.6298252742787485,1.7638801669683426,0.31214214473052343,11.312844002807433
90064,ZCTA5 90064,27032.0,38.3,92626.0,59338.0,2263.0,8.371559633027523,1698.0,974000.0,0.14427345368452205,0.0,2.437851435335898,0.11467889908256881,0.07768570583012725,0.4365196803788103,2.5562296537437112,5.034773601657295
90065,ZCTA5 90065,46965.0,37.0,54796.0,27209.0,9086.0,19.34632172894709,1021.0,563200.0,0.34493771957840946,0.05323112956456936,14.968593633556903,0.6494197806877462,0.6110933674012563,1.3541999361226444,1.718300862344299,9.634834451187054
90066,ZCTA5 90066,59258.0,37.5,72004.0,42388.0,6448.0,10.881231226163555,1428.0,834900.0,0.35269499476863886,0.028688109622329476,4.451719599041479,0.7020149178170036,0.22612980525836174,0.5973876944885079,2.067231428667859,5.781497856829458
90067,ZCTA5 90067,2355.0,65.8,120208.0,152254.0,176.0,7.473460721868365,2372.0,1077900.0,0.0,0.0,0.46709129511677283,0.0,0.0,1.0615711252653928,0.9766454352441614,6.496815286624204
90068,ZCTA5 90068,21450.0,39.7,76485.0,75182.0,2490.0,11.608391608391608,1444.0,1053900.0,0.36363636363636365,0.0,1.7482517482517483,1.17016317016317,0.16317016317016317,0.21445221445221446,0.7878787878787878,8.671328671328672
90069,ZCTA5 90069,20435.0,41.6,82237.0,79600.0,2067.0,10.11499877660876,1539.0,738100.0,0.45510154147296306,0.0,0.724247614387081,0.2936138977244923,0.0,0.0880841693173477,0.7340347443112307,8.441399559579153
90077,ZCTA5 90077,8912.0,47.9,178194.0,100874.0,311.0,3.4896768402154397,2129.0,1657700.0,0.0,0.0,0.6620287253141831,0.0,0.0,0.16831238779174149,0.23563734290843807,2.861310592459605
90094,ZCTA5 90094,8072.0,34.3,121087.0,69563.0,910.0,11.273538156590684,2576.0,754000.0,3.5802775024777005,0.0,2.911298315163528,0.21060455896927652,0.4707631318136769,0.42120911793855303,1.8458870168483648,4.07581764122894
90201,ZCTA5 90201,102786.0,28.5,38244.0,12089.0,28850.0,28.068024828284006,1044.0,317900.0,0.501040997801257,0.0,26.512365497246705,0.34051329947658243,0.46212519214679043,2.4371023291109686,0.06421107932986983,19.94337750277275
90210,ZCTA5 90210,20957.0,47.5,146250.0,103832.0,1903.0,9.080498162904997,2143.0,2000001.0,0.009543350670420385,0.0,0.3674190008111848,0.0,0.03817340268168154,0.5153409362027007,1.087941976427924,7.983012835806652
90211,ZCTA5 90211,8129.0,41.0,73659.0,59780.0,878.0,10.800836511255998,1684.0,1190000.0,0.22142945011686554,0.0,1.131750522819535,0.28293763070488376,0.0,0.7750030754090294,0.6642883503505966,8.697256735145775
90212,ZCTA5 90212,12915.0,41.0,100183.0,71920.0,1199.0,9.283778552071235,1959.0,1578800.0,0.0,0.0,0.9988385598141696,1.1382113821138211,0.5962059620596206,0.6968641114982579,1.48664343786295,5.915602013162989
90220,ZCTA5 90220,51271.0,32.1,50938.0,17104.0,11145.0,21.737434417116887,1005.0,248100.0,7.039066918921027,0.0,13.844083399972694,0.3588773380663533,0.37838154122213336,1.936767373368961,0.10922353767236839,7.846540929570322
90221,ZCTA5 90221,53922.0,28.8,43304.0,13314.0,14166.0,26.271280738844997,991.0,275400.0,4.682689811208783,0.0,21.234375579540817,0.5637773079633545,0.5378138793071474,2.182782537739698,0.035236081747709654,10.960275954156003
90222,ZCTA5 90222,32195.0,27.2,37730.0,12836.0,9212.0,28.613138686131386,995.0,258600.0,8.141015685665476,0.0838639540301289,19.922348190712842,0.16462183568877156,0.41621369777915823,2.4972821866749495,0.5125019412952322,10.222084174561267
90230,ZCTA5 90230,32692.0,39.1,73469.0,39690.0,3665.0,11.21069374770586,1480.0,603900.0,1.5049553407561482,0.0,5.967820873608222,0.23553162853297444,0.3456503120029365,0.9880092989110486,1.3734246910559158,6.200293649822586
90232,ZCTA5 90232,14810.0,41.3,80222.0,48212.0,1342.0,9.061444969615126,1470.0,789400.0,1.2221471978392977,0.0,3.2950708980418635,0.10803511141120864,0.0,0.34436191762322754,0.8440243079000675,6.596893990546928
90240,ZCTA5 90240,26426.0,35.2,76748.0,28512.0,1443.0,5.460531294936804,1361.0,487800.0,0.04162567168697495,0.0,4.19284038446984,0.33678952546734275,0.17407099069098614,0.33678952546734275,0.4011201089835768,2.9629909937183077
90241,ZCTA5 90241,44815.0,34.8,61151.0,24831.0,4943.0,11.029789133102756,1158.0,465400.0,0.269998884302131,0.10041280821153632,8.711368961285284,0.3101640075867455,0.4306593774405891,0.8456989847149392,0.3592547138234966,6.781211647885753
90242,ZCTA5 90242,41982.0,32.7,60732.0,21320.0,5984.0,14.253727788099662,1195.0,412600.0,1.4220380162926969,0.4096993949788004,9.487399361631175,0.16912009909008624,0.22866942975560955,1.6745271783145157,0.5621456814825402,8.136820542137107
90245,ZCTA5 90245,16901.0,39.0,91623.0,47749.0,1389.0,8.218448612508135,1508.0,828300.0,0.15383705106206733,0.0,1.6212058458079404,1.0591089284657713,0.18933790899946748,0.47926158215490205,0.19525471865570085,5.762972605171291
90247,ZCTA5 90247,47706.0,37.3,44824.0,21598.0,9134.0,19.14643860311072,1072.0,367100.0,3.617993543789041,0.0020961723892172894,11.967048170041505,0.38150337483754665,0.5659665450886681,1.660168532260093,2.356097765480233,3.785687334926424
90248,ZCTA5 90248,10592.0,43.8,55368.0,25429.0,1298.0,12.25453172205438,1109.0,379600.0,1.4067220543806647,0.0,7.590634441087613,0.3021148036253776,0.5192598187311178,1.2556646525679758,2.3036253776435047,6.051737160120846
90249,ZCTA5 90249,26795.0,39.3,53783.0,24791.0,3436.0,12.823287926852025,1003.0,386600.0,3.5006531069229334,0.0,7.131927598432544,0.36947191640231386,0.04851651427505132,1.0412390371337936,0.9367419294644523,2.5228587423026685
90250,ZCTA5 90250,96987.0,32.5,47076.0,22034.0,18007.0,18.56640580696382,1008.0,432600.0,4.46245373091239,0.463979708620743,10.84062812541887,1.3094538443296524,0.49078742511883033,1.536288368544238,0.9114623609349707,5.9739965149968555
90254,ZCTA5 90254,19726.0,38.3,121345.0,87379.0,912.0,4.623339754638548,1889.0,1166800.0,0.0,0.0,0.2534725742674643,0.035486160397444996,0.05069451485349285,0.2382642198114164,0.34979215248910067,4.141741863530366
90255,ZCTA5 90255,75770.0,30.9,37108.0,13162.0,20515.0,27.075359641018874,900.0,324900.0,0.0805067968853108,0.24152039065593242,25.95222383529101,0.3444635079846905,0.6427345915269895,2.2990629536755973,0.3444635079846905,17.265408473010428
90260,ZCTA5 90260,35569.0,36.0,55666.0,21852.0,5188.0,14.585734769040457,1279.0,429900.0,1.4563243273637156,0.0,9.294610475413984,1.5912732997835193,0.3739211110798729,1.0711574685821923,1.6250105428884702,7.396890550760494
90262,ZCTA5 90262,71197.0,28.9,43952.0,13644.0,16589.0,23.300139050802702,976.0,311800.0,1.7809739174403416,0.018259196314451453,20.74806522746745,0.3483292835372277,0.50283017542874,2.1953172184221246,0.21068303439751676,12.492099386210093
90265,ZCTA5 90265,18394.0,49.6,126227.0,93324.0,1549.0,8.421224312275742,2630.0,1641200.0,0.6197673154289443,0.0,0.7991736435794281,0.5817114276394476,0.10873110796999022,0.4512340980754594,0.5164727628574535,6.295531151462433
90266,ZCTA5 90266,35573.0,43.6,144868.0,87206.0,1305.0,3.6685126359879683,2083.0,1537200.0,0.042166811907907685,0.0,0.6521800241756388,0.06465577825879178,0.0,0.2698675962106092,0.22207854271498045,3.036010457369353
90270,ZCTA5 90270,27575.0,29.2,36717.0,12744.0,7325.0,26.56391659111514,923.0,325600.0,0.15231187669990934,0.0,26.2520398912058,0.3155031731640979,0.6563916591115141,2.357207615593835,0.0,21.54850407978241
90272,ZCTA5 90272,23151.0,47.5,168225.0,120391.0,909.0,3.926396267979785,2417.0,1841000.0,0.09934776035592414,0.0,0.49673880177962076,0.06911148546499071,0.0,0.47946093041337307,0.07775042114811455,3.5894777763379553
90274,ZCTA5 90274,25503.0,50.2,158673.0,81435.0,1258.0,4.932753009449868,2389.0,1385800.0,0.1333176489040505,0.0,0.6469827079167156,0.564639454181861,0.0,0.341136336901541,1.4900207818687998,2.6506685487981807
90275,ZCTA5 90275,42545.0,49.3,120553.0,57402.0,1720.0,4.042778234810201,2210.0,1004800.0,0.15983076742272886,0.0,0.42778234810200966,0.21624162651310377,0.054060406628275944,0.21624162651310377,1.2927488541544248,2.2446821013045013
90277,ZCTA5 90277,35204.0,43.7,99358.0,60821.0,1874.0,5.323258720599932,1797.0,898500.0,0.13066696966253835,0.0028405862970117034,0.670378366094762,0.12498579706851494,0.031246449267128735,0.39484149528462675,0.7300306783320077,4.195545960686285
90278,ZCTA5 90278,40582.0,40.0,106102.0,50073.0,2113.0,5.206741905278202,1643.0,721800.0,0.14292050662855454,0.0,1.0669755063821398,0.404120053225568,0.014784879996057366,0.5322556798580651,0.364693706569415,3.81696318564881
90280,ZCTA5 90280,95219.0,31.2,45522.0,15287.0,19289.0,20.257511631082032,960.0,329000.0,0.1690839013222151,0.0,19.670443924006765,0.3864774887364917,0.7036410800365474,1.5280563753032483,0.011552316239406,11.49455465820897
90290,ZCTA5 90290,5974.0,47.4,104392.0,54022.0,267.0,4.469367258118513,1792.0,913000.0,0.0,0.0,0.0,0.0,0.0,0.45195848677602946,0.3013056578506863,3.64914630063609
90291,ZCTA5 90291,27277.0,38.6,82467.0,65733.0,3059.0,11.214576383033325,1704.0,1165900.0,0.6892253546944312,0.0,4.256333174469333,0.3446126773472156,0.43626498515232615,0.582908677640503,0.7662132932507241,8.32569564101624
90292,ZCTA5 90292,22482.0,39.8,100842.0,72967.0,3115.0,13.855528867538474,2386.0,810000.0,2.326305488835513,0.0,0.29801619073036206,0.4937283159861222,0.6093763900008896,0.7517124810959879,0.9162885864246954,9.932390356729828
90293,ZCTA5 90293,12649.0,38.4,85561.0,72465.0,874.0,6.909637125464464,1773.0,664100.0,0.31623053205787016,0.0,0.7273302237331014,0.7036129338287612,0.22136137244050913,0.20554984583761562,1.4230373942604158,3.9765989406277176
90301,ZCTA5 90301,36429.0,33.2,40799.0,18413.0,7557.0,20.744461829860825,1028.0,306700.0,5.583463723956188,0.0,13.80768069395262,1.4960608306568943,0.5709736748195119,1.7540970106234044,0.09607730105136018,7.126190672266601
90302,ZCTA5 90302,31064.0,33.5,43494.0,21499.0,6342.0,20.415915529229977,1052.0,353100.0,7.307494205511203,0.0,12.316507854751482,0.911022405356683,0.2993819211949524,1.8381406129281483,0.30582024208086533,6.905099150141643
90303,ZCTA5 90303,25134.0,31.8,40632.0,17445.0,6597.0,26.247314394843638,1034.0,362100.0,6.628471393331742,0.0,17.939842444497494,1.4999602132569427,0.6644386090554627,2.4349486751014564,0.01989337152860667,6.656322113471791
90304,ZCTA5 90304,27008.0,28.9,38374.0,13189.0,8280.0,30.657582938388625,983.0,342500.0,2.254887440758294,0.0,27.354857819905213,0.8293838862559242,0.9293542654028436,1.7957642180094786,0.6442535545023697,11.622482227488153
90305,ZCTA5 90305,15777.0,42.2,66114.0,33016.0,1687.0,10.692780630031057,1222.0,385500.0,7.314445078278506,0.0,2.3705393927869682,0.05704506560182544,0.22184192178487672,0.893706027761932,0.1647968561830513,1.8761488242378146
90401,ZCTA5 90401,7621.0,38.2,67022.0,64866.0,907.0,11.901325285395618,1641.0,919000.0,2.3881380396273455,0.0,2.165070200761055,0.38052748983073087,0.06560818790185015,0.15745965096444037,0.866028080304422,7.348117045007217
90402,ZCTA5 90402,11410.0,50.1,140612.0,115123.0,847.0,7.423312883435583,1826.0,2000001.0,0.0,0.0,0.5433829973707275,0.3593339176161262,0.21910604732690622,0.2366345311130587,0.4294478527607362,6.634531113058721
90403,ZCTA5 90403,24539.0,40.1,85870.0,68093.0,2194.0,8.94086963608949,1696.0,972800.0,0.15078039039895677,0.07742776804270753,2.0538734259749787,0.5093932108072864,0.07335262235624923,0.2608093239333306,0.3137862178572884,6.483556787155141
90404,ZCTA5 90404,22201.0,37.5,73042.0,40785.0,3358.0,15.125444799783793,1394.0,723100.0,1.4909238322598082,0.018017206432142698,5.481735056979415,0.5315075897482096,0.32430971577856854,0.9278861312553489,2.391784153866943,8.553668753659744
90405,ZCTA5 90405,28861.0,41.3,83034.0,59621.0,3061.0,10.606008107827172,1548.0,1078800.0,0.682582031114653,0.0,2.2798932815910744,0.578635528914452,0.07622743494681404,0.38806694154741694,1.2681473268424517,7.3178337548941474
90501,ZCTA5 90501,43405.0,36.0,62590.0,27869.0,6420.0,14.790922704757516,1156.0,549900.0,2.3361363898168412,0.023038820412394884,8.816956571823523,0.5252851054026034,0.35249395230964176,1.476788388434512,1.8615366893215068,3.4604308259417116
90502,ZCTA5 90502,17855.0,42.1,67225.0,26583.0,2209.0,12.371884626155138,1341.0,375800.0,0.5600672080649678,0.0,7.566507980957715,0.12881545785494258,0.29123494819378326,0.6048725847101653,2.9627555306636797,4.032483898067768
90503,ZCTA5 90503,44562.0,40.3,78290.0,38477.0,3428.0,7.692652932992235,1504.0,664800.0,0.13015573807279746,0.0,1.3239980252232844,0.27153179839324987,0.10771509357748754,0.5879448857771196,3.108029262600422,3.826129886450339
90504,ZCTA5 90504,33609.0,40.0,75036.0,33226.0,2901.0,8.631616531286262,1265.0,554500.0,0.40167812193162544,0.0,1.9340057722633819,1.1723050373411883,0.11901573983159273,0.7289714064685054,3.4425302746288198,3.097384629117201
90505,ZCTA5 90505,37242.0,43.4,84450.0,44236.0,1882.0,5.053434294613608,1534.0,764000.0,0.23897749852317277,0.0,0.43767789055367595,0.3007357284785994,0.0,0.5155469631061704,1.898394286021159,2.4810697599484453
90601,ZCTA5 90601,34169.0,37.7,69011.0,30801.0,3867.0,11.317275893353624,1159.0,451100.0,0.1375515818431912,0.0,8.788668090959641,0.5092335157598993,0.2077906874652463,0.9014018554830402,0.43314115133600634,4.869911323129152
90602,ZCTA5 90602,26778.0,32.3,49946.0,22169.0,4188.0,15.639704234819629,1018.0,453200.0,0.4705355142280977,0.0,13.477481514676226,0.32115916050489207,0.06348495033236239,1.8709388303831505,0.18672044215400702,7.095376801852267
90603,ZCTA5 90603,20325.0,40.5,92982.0,33172.0,1248.0,6.1402214022140225,1599.0,477800.0,0.15744157441574416,0.0,3.020910209102091,0.7281672816728167,0.2115621156211562,0.3936039360393604,0.46248462484624847,3.6063960639606396
