Zipcode,City,State,CountyName,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12
91745,Hacienda Heights,CA,Los Angeles,583500,582600,581600,580900,581100,580500,580400,582700,586600,587800,589300,593200
94928,Rohnert Park,CA,Sonoma,458100,460700,463400,465000,466600,470100,473600,475500,478400,483700,488500,493600
94610,Oakland,CA,Alameda,1019300,1021300,1028300,1039400,1052900,1068000,1085000,1094600,1104200,1115400,1126400,1139200
93117,Goleta,CA,Santa Barbara,771600,774900,777900,778800,780700,782800,781600,778200,777400,780500,785000,787300
92688,Rancho Santa Margarita,CA,Orange,587000,588300,589200,590600,592200,595000,599100,602400,604500,607600,610700,611900
95376,Tracy,CA,San Joaquin,348600,352100,356100,359800,363000,365400,367300,369400,371500,373400,375300,376000
90660,Pico Rivera,CA,Los Angeles,403500,405600,407700,409100,410200,412500,416700,421300,425300,427900,430400,434100
93010,Camarillo,CA,Ventura,550500,555100,559100,561200,562600,561600,559300,559000,561900,565300,567400,568500
94601,Oakland,CA,Alameda,408600,414500,419400,423000,426100,430400,436400,441700,446900,452800,459700,466100
94107,San Francisco,CA,San Francisco,1137600,1142600,1146300,1144500,1139900,1137300,1136400,1136900,1135800,1133900,1132700,1135200
92672,San Clemente,CA,Orange,849100,850900,854200,857800,859100,861100,865500,868000,869800,873700,879600,885400
95037,Morgan Hill,CA,Santa Clara,807100,810100,811200,813200,815900,817900,819300,821400,826500,832400,839100,849700
92064,Poway,CA,San Diego,624200,628800,631100,634400,638200,641200,644300,649300,655400,660700,665300,668100
92833,Fullerton,CA,Orange,512700,513700,515400,516900,518300,520300,523400,526500,529000,531900,535600,538900
95825,Arden-Arcade,CA,Sacramento,231600,233100,233200,233100,233700,235800,240100,244700,247100,248700,249300,250000
91765,Diamond Bar,CA,Los Angeles,610200,611200,610800,610800,612300,614300,617500,621700,626900,632100,635300,637500
93311,Bakersfield,CA,Kern,271000,270500,269800,269200,269800,271100,271600,270900,270400,270600,271200,271600
93711,Fresno,CA,Fresno,299400,300600,301300,302600,304300,305300,306100,307300,308500,308700,308400,308600
92544,Hemet,CA,Riverside,206400,207700,209300,211500,213600,216000,218500,220400,221900,224300,226500,227500
94521,Concord,CA,Contra Costa,556100,557700,560700,564600,568900,573400,576100,578000,581200,586600,592600,597100
92040,Lakeside,CA,San Diego,445700,446900,447500,448900,450100,450700,451300,452700,454600,456900,460000,463200
95762,El Dorado Hills,CA,El Dorado,553400,554300,556900,560800,565700,569100,571000,573300,576500,579800,581600,584300
90275,Rancho Palos Verdes,CA,Los Angeles,1176200,1178700,1181700,1188900,1197400,1205400,1213500,1223800,1236600,1247600,1257600,1270000
95136,San Jose,CA,Santa Clara,773500,778100,780900,781600,781200,780100,779900,781000,783700,787200,793400,802500
91605,Los Angeles,CA,Los Angeles,448900,451200,452800,453500,454600,456900,460800,465100,469300,472700,476700,481500
92054,Oceanside,CA,San Diego,545900,549600,551700,556700,562100,566900,571000,576400,581200,585000,587600,590500
93304,Bakersfield,CA,Kern,137800,138600,139300,139900,140600,141600,142600,143000,143300,143800,145000,145800
95826,Rosemont,CA,Sacramento,257900,259000,261300,265000,268300,271000,274500,278600,282200,285400,286700,287400
92660,Newport Beach,CA,Orange,1714500,1727100,1738500,1744600,1749400,1757800,1768400,1778700,1793100,1812800,1823600,1829100
92127,San Diego,CA,San Diego,761800,764700,763300,764400,766900,769800,774800,780500,784600,788500,794200,798500
95667,Placerville,CA,El Dorado,338700,339100,341000,344000,347000,349100,351600,354600,357000,359400,361500,363900
90804,Long Beach,CA,Los Angeles,404100,406100,407500,409700,411300,412700,416200,419400,421300,423200,426800,430100
94025,Menlo Park,CA,San Mateo,2049200,2067900,2085800,2092800,2092000,2077400,2061200,2049100,2036000,2027000,2030200,2033100
90745,Carson,CA,Los Angeles,423700,426000,427800,429800,432100,434600,439200,445200,451700,456600,460500,464700
95127,San Jose,CA,Santa Clara,611100,613800,615900,617900,618800,619700,621100,622900,625600,629800,635200,642700
95821,Arden-Arcade,CA,Sacramento,282200,284200,286900,289900,291300,292400,295200,298000,300100,302800,304100,304700
93611,Clovis,CA,Fresno,277300,278400,279500,280700,282000,282700,283800,285600,287800,289200,290300,291900
95240,Lodi,CA,San Joaquin,253900,257300,261200,264700,267200,268800,269700,270300,271300,273800,277400,279700
94606,Oakland,CA,Alameda,485000,489300,493600,498900,504700,508400,514200,522200,529500,533900,538700,546000
95476,Sonoma,CA,Sonoma,657800,663800,670200,675500,678500,680600,681000,680500,682100,685800,688700,692800
94901,San Rafael,CA,Marin,971300,967700,961400,960900,968800,977700,986900,996200,1003000,1006300,1007400,1010400
92506,Riverside,CA,Riverside,381400,380400,379400,380000,381700,384900,388100,389700,389900,391400,392600,392400
90815,Long Beach,CA,Los Angeles,610000,612600,614700,616600,618000,619800,622700,627000,632000,636000,640000,645000
95062,Santa Cruz,CA,Santa Cruz,746100,753500,764500,777100,786200,787600,784000,782400,782400,781400,782200,787000
90029,Los Angeles,CA,Los Angeles,730900,730600,730100,733200,734600,732800,735100,743000,753300,760500,764100,767600
95111,San Jose,CA,Santa Clara,587300,591300,595600,600000,602500,604100,606700,610000,614400,620000,627000,635700
95926,Chico,CA,Butte,274000,276300,278100,279900,281200,281900,283200,285400,287600,289100,290100,291200
91764,Ontario,CA,San Bernardino,327600,330300,333100,336000,338200,339100,340400,343100,345900,348700,350700,352400
95023,Hollister,CA,San Benito,475800,479500,483400,488000,493000,496900,499300,501600,503100,504300,506100,507500
93455,Santa Maria,CA,Santa Barbara,375700,376600,377900,378900,380300,381500,382100,383000,385300,388900,392600,394400
91016,Monrovia,CA,Los Angeles,600900,602100,601100,600800,601300,602300,605000,610500,617100,621600,624600,629100
94608,Oakland,CA,Alameda,599400,607300,617200,626600,632400,632900,631700,630000,628700,628600,631900,638800
90291,Los Angeles,CA,Los Angeles,1750100,1768300,1788500,1813700,1822100,1815600,1820900,1838900,1855100,1863600,1884600,1905000
94040,Mountain View,CA,Santa Clara,1891200,1900700,1903700,1900400,1897700,1901400,1911300,1923400,1937100,1949100,1962900,1984100
91320,Thousand Oaks,CA,Ventura,640700,644900,647800,649500,650500,649800,649700,652200,656400,660700,663200,665000
91606,Los Angeles,CA,Los Angeles,487000,489200,491700,495000,497900,499600,502200,506000,510300,513200,515800,519200
92025,Escondido,CA,San Diego,449800,450300,449600,450600,453200,456200,461200,468000,473800,478200,483500,488500
91423,Los Angeles,CA,Los Angeles,904400,908300,910300,914300,918000,920700,926400,934300,941000,945900,952800,960600
92395,Victorville,CA,San Bernardino,186400,188000,189500,190500,191400,192300,194000,196600,199300,201500,203000,204300
93534,Lancaster,CA,Los Angeles,165100,166200,167300,168400,169000,169700,171600,174400,177800,181000,183900,186400
95928,Chico,CA,Butte,283000,285800,288800,291600,293100,293900,295700,298500,301600,305000,307800,309600
94404,Foster City,CA,San Mateo,1279800,1289900,1291700,1287300,1292200,1303700,1313400,1319000,1323300,1325700,1329200,1333400
90065,Los Angeles,CA,Los Angeles,658300,663700,668300,672600,676300,680200,685300,691500,698500,702900,706400,711100
94116,San Francisco,CA,San Francisco,1136200,1142400,1142700,1139000,1137600,1139000,1136600,1136100,1142600,1149900,1157400,1167300
94804,Richmond,CA,Contra Costa,371400,374600,376800,378500,379200,381000,385300,391700,397300,402800,408900,414200
92557,Moreno Valley,CA,Riverside,282200,283200,284200,285700,287700,289900,292000,293900,296200,299000,301000,301100
95050,Santa Clara,CA,Santa Clara,915400,922400,932100,941300,944400,945400,946700,946500,947400,949100,951000,957400
95126,San Jose,CA,Santa Clara,780900,786200,791200,796600,800300,803000,808000,814300,818900,822200,828800,841000
90723,Paramount,CA,Los Angeles,340800,341400,342600,342800,342100,341900,343500,346500,350400,354100,358200,362800
90292,Los Angeles,CA,Los Angeles,891300,894200,894500,896800,898500,902200,910200,921800,933400,942600,952100,961200
90262,Lynwood,CA,Los Angeles,350800,353100,355700,358900,361600,364100,367700,371700,375200,378100,381200,384700
90069,West Hollywood,CA,Los Angeles,829900,836300,842500,848800,853300,856300,859700,862400,867500,876000,884600,893800
92019,El Cajon,CA,San Diego,481600,483200,484000,486000,488500,490200,491700,493300,494600,496200,499600,503600
92084,Vista,CA,San Diego,465300,468100,469800,472800,475100,474600,475000,477400,480400,482900,485600,488500
92243,El Centro,CA,Imperial,148900,150300,154000,158600,163000,167500,171700,175600,178500,180700,182600,184200
90740,Seal Beach,CA,Orange,870100,873800,877800,882800,887000,892000,900700,912900,921300,925200,929000,933500
90501,Torrance,CA,Los Angeles,593400,594800,597100,600900,602700,602100,602600,605200,610000,613200,615400,619600
90405,Santa Monica,CA,Los Angeles,1508800,1526300,1540600,1549100,1554400,1566000,1586300,1609100,1627400,1638300,1651600,1668000
92584,Menifee,CA,Riverside,329000,329700,330500,332100,333800,336400,339300,341700,343300,345900,348700,350300
91732,El Monte,CA,Los Angeles,420000,420100,420000,421300,423600,425900,429500,433800,437200,439600,443000,446600
94578,San Leandro,CA,Alameda,503400,503200,503300,504600,507700,511200,516200,521200,525900,531000,536900,543000
92308,Apple Valley,CA,San Bernardino,183900,185000,186500,187900,188600,189300,190500,191900,193000,194200,195400,196800
93313,Bakersfield,CA,Kern,223500,223300,222900,222700,223000,223100,222700,221400,220800,221300,222000,222100
90638,La Mirada,CA,Los Angeles,505300,509900,513700,517000,518700,519700,522800,527200,530900,533300,536800,540400
90008,Los Angeles,CA,Los Angeles,616700,624100,629300,634200,638100,641200,646300,653100,660800,667500,673300,680800
92307,Apple Valley,CA,San Bernardino,206800,207100,209000,210700,211700,212600,214500,217100,219600,221800,223300,224800
93726,Fresno,CA,Fresno,158800,159800,160500,161600,163000,163900,164900,166300,167600,168200,169300,170600
95757,Elk Grove,CA,Sacramento,396700,399000,401900,405300,407800,409900,413400,417500,421000,424700,426800,428400
91401,Los Angeles,CA,Los Angeles,654100,658400,662500,669900,677200,682300,688800,697900,706600,712100,714800,716600
94044,Pacifica,CA,San Mateo,815500,821300,827600,832300,838700,845700,852700,857400,861900,866900,873700,880300
90241,Downey,CA,Los Angeles,493600,499300,502300,505100,507800,509600,511800,515700,520100,523200,525900,528800
92069,San Marcos,CA,San Diego,482000,483000,482700,483800,485200,484900,484100,485100,487800,490800,494500,497700
90266,Manhattan Beach,CA,Los Angeles,2155800,2175900,2193300,2213700,2225600,2228900,2233900,2246400,2261800,2273500,2281100,2295700
94523,Pleasant Hill,CA,Contra Costa,654600,655200,655200,656600,657000,657000,659800,665200,670400,675500,680300,684200
91205,Glendale,CA,Los Angeles,577300,580700,581500,581700,584300,588300,592700,597300,602600,607900,614100,618100
91360,Thousand Oaks,CA,Ventura,630400,634100,634400,634400,636900,640500,644900,650400,655900,661200,664300,666000
93940,Monterey,CA,Monterey,644100,645600,650600,658000,663800,667700,671400,675800,681500,687700,692700,697600
92840,Garden Grove,CA,Orange,490300,492700,495100,497100,498900,502200,506700,511400,515600,520500,525700,529400
92505,Riverside,CA,Riverside,322500,324100,325100,326400,328100,331300,335500,338700,340000,342100,344500,345200
93030,Oxnard,CA,Ventura,444700,445400,446700,447500,447200,445700,444600,446100,450500,455000,458300,462600
94123,San Francisco,CA,San Francisco,2559400,2565900,2580200,2600600,2619400,2633800,2649700,2657200,2667200,2676800,2693400,2712600
94551,Livermore,CA,Alameda,635500,638600,641700,645200,648500,649700,651400,653100,655500,658100,661800,666700
92649,Huntington Beach,CA,Orange,746500,745600,743000,740600,740500,743500,748500,751500,752100,753600,757900,763800
94582,San Ramon,CA,Contra Costa,1056100,1052700,1049900,1050000,1052100,1054600,1056400,1058000,1062200,1068300,1075600,1082800
95973,Chico,CA,Butte,300100,304100,306500,307900,308100,307700,307700,308300,310000,312200,314500,316700
92262,Palm Springs,CA,Riverside,362500,363500,366200,371500,374400,375500,378000,379800,378100,376600,377400,377600
91913,Chula Vista,CA,San Diego,495300,497400,498500,501400,504500,505900,506900,509600,512900,515800,518600,521600
92821,Brea,CA,Orange,638000,639400,639900,639600,640400,643800,648000,651700,654500,658400,662400,665200
95691,West Sacramento,CA,Yolo,334200,336100,337200,339900,342400,343600,344200,345100,346200,348100,350400,353800
92373,Redlands,CA,San Bernardino,418400,420800,422600,423400,423700,425200,427500,429600,432100,436100,439800,442700
94303,Palo Alto,CA,Santa Clara,1706200,1712800,1718900,1725600,1739300,1746500,1736600,1729300,1737300,1735100,1719000,1727700
91604,Los Angeles,CA,Los Angeles,1210400,1222200,1235400,1246800,1250900,1252600,1256400,1266100,1276300,1281400,1284400,1292500
91767,Pomona,CA,Los Angeles,354400,355500,355900,356000,356500,357800,360800,364900,369100,372300,375300,379000
90403,Santa Monica,CA,Los Angeles,1159400,1171000,1178000,1186500,1199400,1214700,1227700,1236600,1242600,1247500,1254300,1259400
92705,North Tustin,CA,Orange,817800,817700,818900,821200,822300,824500,828600,833300,836800,840000,842000,844000
95991,Yuba City,CA,Sutter,201400,200400,201700,204300,206700,209000,211500,213300,215100,217500,221400,226200
90505,Torrance,CA,Los Angeles,840700,838300,837100,839800,843700,845600,849000,854900,859200,858800,859100,863900
90808,Long Beach,CA,Los Angeles,593200,593900,595500,596900,596500,597300,600600,604500,608200,612600,618300,625400
95833,Sacramento,CA,Sacramento,240600,243400,247000,250100,251600,253100,255400,257700,260000,262400,263500,263700
95843,Sacramento,CA,Sacramento,278800,280800,283600,286900,289300,291400,294500,297800,300400,303100,304800,305900
95129,San Jose,CA,Santa Clara,1548700,1554400,1558500,1562400,1558600,1550300,1537800,1529800,1530000,1529700,1529400,1542000
92058,Oceanside,CA,San Diego,396600,397800,396400,397100,400000,402100,403700,406500,411200,415900,420000,423300
94583,San Ramon,CA,Contra Costa,850300,852700,855800,858800,860900,864100,869700,875700,880400,884800,888700,891800
91387,Santa Clarita,CA,Los Angeles,470100,472400,474600,478000,481700,484800,488200,491600,494500,496500,499900,504000
93612,Clovis,CA,Fresno,173100,173800,174700,176000,177800,179100,180200,181500,183000,183800,184700,186500
92102,San Diego,CA,San Diego,345600,348200,350400,353700,356400,358400,361900,367400,374000,379800,383800,386400
95307,Ceres,CA,Stanislaus,232200,235100,235600,235800,238000,241000,243700,246000,247700,249800,252000,252500
90744,Los Angeles,CA,Los Angeles,373900,375500,376300,377100,378300,379900,382300,386000,390000,393100,395300,397400
94560,Newark,CA,Alameda,693900,695700,696900,699900,702700,703300,705400,708100,711800,716600,721600,727000
91748,Rowland Heights,CA,Los Angeles,577700,578800,579000,577800,576300,575400,575400,577100,580800,583700,585900,589600
95128,San Jose,CA,Santa Clara,856200,860100,865800,869300,867000,863400,864500,869100,876400,884000,891400,900400
91306,Los Angeles,CA,Los Angeles,473200,476200,479200,482100,484300,486500,490500,495200,499900,503700,506800,510500
90035,Los Angeles,CA,Los Angeles,1136600,1145600,1156200,1167800,1176900,1187300,1197600,1205600,1213200,1218800,1223100,1230800
92591,Temecula,CA,Riverside,397000,397100,397000,398500,401500,404800,406900,408500,410000,413100,416400,417400
92543,Hemet,CA,Riverside,149900,150000,150100,151300,153200,155500,158000,160400,162400,164700,167300,169500
94954,Petaluma,CA,Sonoma,553300,559900,564200,566600,568900,573000,576900,578100,580200,585700,591200,595400
91607,Los Angeles,CA,Los Angeles,722700,723000,722900,724400,727100,732800,743700,758900,773700,784600,792200,799900
94534,Fairfield,CA,Solano,447500,450100,451800,455400,461200,466400,470100,473700,475900,476300,477500,478500
92374,Redlands,CA,San Bernardino,310300,312300,314100,315100,316000,317300,319100,321900,324300,326200,327800,329600
94061,Redwood City,CA,San Mateo,1331500,1348100,1364600,1372500,1375400,1375700,1376200,1374200,1373700,1374000,1375500,1375400
92879,Corona,CA,Riverside,377800,378700,379900,381900,383500,385900,387900,388800,389400,392000,395200,396700
95380,Turlock,CA,Stanislaus,227000,230000,231100,230400,231400,234200,237700,240400,242900,244900,245400,244500
92570,Perris,CA,Riverside,267900,269800,271800,275000,277800,280800,284100,286600,286800,287700,290000,292500
95134,San Jose,CA,Santa Clara,784800,787300,785000,783800,785000,784900,785900,786600,787300,789500,795900,805900
96001,Redding,CA,Shasta,234100,234700,235600,236500,237000,238200,239500,240200,240400,240300,240100,240800
90048,Los Angeles,CA,Los Angeles,1603000,1617300,1624200,1627400,1629500,1626100,1623700,1622800,1626600,1639000,1659500,1679500
93635,Los Banos,CA,Merced,236900,237300,238200,239900,241800,243500,245100,247200,249200,251300,254300,257500
91311,Los Angeles,CA,Los Angeles,552400,552400,551900,553800,556100,557500,560100,564300,568700,571600,574500,578000
93619,Clovis,CA,Fresno,370500,371500,371100,371600,373000,373600,374400,376900,379900,381800,383400,385500
94531,Antioch,CA,Contra Costa,392300,395600,397900,400000,402300,405200,408600,412600,416800,421400,426200,430700
90007,Los Angeles,CA,Los Angeles,503500,507000,509300,511300,511100,510900,515100,522500,529700,534400,539400,548200
95695,Woodland,CA,Yolo,295500,296900,297100,298600,298800,298200,298900,300700,301700,303300,305300,309400
92703,Santa Ana,CA,Orange,430200,431200,431800,432900,433900,434700,435900,438700,441500,444300,446700,449100
91701,Rancho Cucamonga,CA,San Bernardino,480500,482600,484700,487200,488700,489400,491200,494600,497400,498700,498100,499000
92240,Desert Hot Springs,CA,Riverside,162700,163300,163400,163900,165100,167000,168700,169700,170200,171700,173500,174400
91362,Thousand Oaks,CA,Ventura,746500,751200,755000,756600,758000,757700,757200,760100,766500,773100,777300,781800
94401,San Mateo,CA,San Mateo,823300,829800,836300,834900,833300,836300,839500,840800,844300,850100,856600,862100
92707,Santa Ana,CA,Orange,425100,425300,426000,426700,427600,429600,432000,434100,436400,440000,444000,447700
95401,Santa Rosa,CA,Sonoma,427300,430200,433500,435500,436500,438200,440800,443300,447200,452800,457800,462700
94131,San Francisco,CA,San Francisco,1387600,1391700,1395900,1396700,1395500,1390300,1387000,1391500,1402100,1411300,1420300,1428900
92107,San Diego,CA,San Diego,807300,813400,815600,819000,825200,832700,842400,854500,864000,872300,881700,888800
90620,Buena Park,CA,Orange,504400,505400,507300,509800,511500,513300,516100,519200,522000,525700,529200,531500
95688,Vacaville,CA,Solano,434100,435300,434900,434300,434600,435900,438100,440400,442200,445000,449200,451900
93555,Ridgecrest,CA,Kern,155400,156000,157500,158900,160000,161300,162200,162100,162300,163100,164800,166700
90068,Los Angeles,CA,Los Angeles,1230500,1236200,1242900,1249000,1250100,1249900,1255500,1268100,1282200,1296300,1312800,1329700
94014,Daly City,CA,San Mateo,737600,742000,746500,748100,750800,754800,759600,762200,764800,768300,773900,778800
93292,Visalia,CA,Tulare,189600,191400,192500,193700,195200,197300,199900,202400,204000,204600,204900,204900
95835,Sacramento,CA,Sacramento,338100,340200,343500,347100,349300,351000,353800,356900,359400,362100,363400,364700
93012,Camarillo,CA,Ventura,543700,543900,544000,545100,546500,546700,547600,550000,554100,559100,562800,565500
91505,Burbank,CA,Los Angeles,660500,662500,663800,665500,667900,670800,676500,683100,688100,691900,697700,703600
92612,Irvine,CA,Orange,657500,659000,661200,664800,669600,673100,677200,681100,683000,684700,686700,686700
94561,Oakley,CA,Contra Costa,376100,379500,383600,387700,390000,391800,394100,396400,398900,402700,407100,410700
95765,Rocklin,CA,Placer,429100,432300,434700,436000,437500,439500,440100,439500,438900,440300,443300,447600
92571,Perris,CA,Riverside,248400,249500,250900,252700,254600,257300,260000,261500,262600,264700,266900,267500
90032,Los Angeles,CA,Los Angeles,429900,432800,436500,441100,445000,448200,452700,459300,468600,477400,484800,492800
92867,Orange,CA,Orange,638700,640600,642100,644500,648200,652400,656700,660800,663500,666900,671100,674400
91750,La Verne,CA,Los Angeles,581900,582900,585200,586300,585400,584200,585700,589600,594100,595200,595900,599100
93036,Oxnard,CA,Ventura,428600,431400,435600,439900,443400,445500,447200,448900,451100,454500,456800,457600
94043,Mountain View,CA,Santa Clara,1214800,1227200,1238900,1248000,1251600,1253400,1255500,1257600,1261800,1267100,1272200,1281500
93458,Santa Maria,CA,Santa Barbara,288100,290800,293100,295700,298500,300200,301300,301800,302700,305000,307400,308000
94520,Concord,CA,Contra Costa,402000,403800,405900,408700,412400,416700,421600,426300,429700,432600,435400,437400
91206,Glendale,CA,Los Angeles,698600,703500,707900,710900,711300,713800,719600,727000,736900,746400,753700,761000
92264,Palm Springs,CA,Riverside,325500,325500,325700,328400,330400,330700,330100,330300,330700,330700,330400,330100
93401,San Luis Obispo,CA,San Luis Obispo,634000,634700,634500,634500,635800,641400,648000,649500,645200,642100,642700,646500
90807,Long Beach,CA,Los Angeles,545900,548000,550400,554300,558500,562000,565800,570800,575400,578700,583600,589600
95662,Orangevale,CA,Sacramento,315100,316500,319200,323400,327300,330400,334600,338600,341400,344400,346200,347400
91107,Pasadena,CA,Los Angeles,775200,778000,779600,781000,782400,784800,790100,798900,808400,813300,814800,817800
90012,Los Angeles,CA,Los Angeles,459700,459100,459800,462300,463900,462800,463000,465600,468100,469000,470700,475400
92831,Fullerton,CA,Orange,581100,584200,586300,587900,589800,591500,593200,595400,597000,598900,601600,605000
90806,Long Beach,CA,Los Angeles,444200,449000,453400,457500,459300,458000,457000,459500,464400,468400,470700,471900
95116,San Jose,CA,Santa Clara,532200,536900,540100,542900,545200,547800,551000,554300,558300,563100,568600,575600
90063,East Los Angeles,CA,Los Angeles,346900,351500,355600,360100,364500,368300,372700,377800,382700,386900,391900,397400
93905,Salinas,CA,Monterey,323700,323000,323200,325500,329400,333300,336700,338100,337600,338400,340200,340900
92065,Ramona,CA,San Diego,442600,447700,450900,452900,454200,455300,457200,460800,464500,468500,473100,477300
93001,Ventura,CA,Ventura,547500,556100,566400,573200,577100,579100,579600,581800,582300,582900,588600,598100
90001,Florence-Graham,CA,Los Angeles,280300,283300,286900,291500,295500,297900,300800,304900,309300,313300,316500,319200
94952,Petaluma,CA,Sonoma,691700,694500,698500,701400,703100,704700,706300,708300,712000,717400,723500,729300
92629,Dana Point,CA,Orange,848200,852100,853400,853100,853200,855100,858300,863900,870900,876800,880000,881400
90033,Los Angeles,CA,Los Angeles,352900,355900,357800,360000,362400,364600,366800,370400,375300,380300,386300,393500
95661,Roseville,CA,Placer,405100,407400,409500,412100,414900,417400,420300,423600,425400,426300,427600,430500
95209,Stockton,CA,San Joaquin,263200,266100,269300,272600,275300,277200,278900,281600,285100,288800,292100,294100
91790,West Covina,CA,Los Angeles,466000,466500,467200,468800,469900,470900,473300,477400,482100,486300,490500,495000
94133,San Francisco,CA,San Francisco,1295500,1301500,1296600,1288900,1286900,1276900,1256300,1249200,1257400,1267200,1274100,1284000
92113,San Diego,CA,San Diego,313400,316800,319000,321500,323700,324700,325700,327700,329800,332100,335100,337200
92806,Anaheim,CA,Orange,543900,545000,545400,547000,549900,553800,558400,563200,567400,571000,574100,576800
91104,Pasadena,CA,Los Angeles,711700,713700,715300,718000,718700,717300,716900,720100,724500,726600,729400,734900
90220,Compton,CA,Los Angeles,315200,316600,317700,318900,319800,320000,320100,321600,324800,328400,332000,335900
95482,Ukiah,CA,Mendocino,285600,287200,289100,290700,294200,299600,304000,306800,309200,311500,313100,313300
94526,Danville,CA,Contra Costa,1131100,1141300,1147600,1142000,1126700,1116700,1116600,1118400,1119400,1121400,1125700,1129700
95901,Marysville,CA,Yuba,181400,183000,184500,185600,186000,187100,189000,191300,193200,195300,197100,198700
94941,Mill Valley,CA,Marin,1393200,1401400,1400800,1393400,1389000,1388200,1395000,1403500,1412400,1418700,1421200,1419400
95820,Sacramento,CA,Sacramento,191600,195200,199500,204300,207200,209500,213300,218100,223100,228200,232000,234800
95301,Atwater,CA,Merced,191800,192700,194300,196500,198800,201200,203500,206300,209100,211300,213500,215900
92203,Indio,CA,Riverside,308600,309100,310300,312900,316100,319400,321700,322100,322100,323800,326100,326900
95382,Turlock,CA,Stanislaus,291500,294500,295900,296400,298500,301100,303000,303900,304900,307100,308800,308800
95351,Modesto,CA,Stanislaus,164000,167200,169600,171100,173100,174900,176000,177600,180000,182200,183900,184700
90038,Los Angeles,CA,Los Angeles,810700,807400,805500,805800,801000,801000,807500,815900,824900,830200,830400,839100
95361,Oakdale,CA,Stanislaus,316500,319800,320200,318700,319100,322000,325000,326400,327700,330200,332000,332200
93245,Lemoore,CA,Kings,197300,200300,201800,202500,204200,206800,209000,210200,211100,212200,213900,216400
95945,Grass Valley,CA,Nevada,297000,297900,298400,299800,303800,309300,312300,312800,313900,316700,321300,324000
95407,Santa Rosa,CA,Sonoma,415300,418600,422400,424100,424700,427200,429600,431700,435400,440600,444500,448500
91789,Walnut,CA,Los Angeles,724000,725000,723200,717800,710600,706200,705900,708700,712800,715800,718700,724200
90230,Culver City,CA,Los Angeles,784300,789600,793700,796600,797800,797700,801000,808800,819100,827300,832800,837000
90242,Downey,CA,Los Angeles,443800,446200,447300,449400,451800,453700,456200,460100,465700,470100,472400,474400
92270,Rancho Mirage,CA,Riverside,468100,469500,469300,470100,472400,474000,473700,471200,467400,466300,467900,467800
91773,San Dimas,CA,Los Angeles,551400,551700,550900,551500,553600,556100,559300,563000,566000,567500,570300,575100
96002,Redding,CA,Shasta,219800,221300,221800,222600,223300,223300,223600,224100,224100,224100,224800,226500
91711,Claremont,CA,Los Angeles,610400,610500,610300,609600,609200,610500,614900,621100,627300,631700,635600,640800
91754,Monterey Park,CA,Los Angeles,574100,577000,578500,579300,579900,580000,582400,589300,596400,598900,602000,607100
91355,Santa Clarita,CA,Los Angeles,489900,492200,494200,496500,496900,495900,497000,500700,504100,505300,507200,509800
92807,Anaheim,CA,Orange,660600,660400,660100,660000,660400,661200,662800,665400,668800,672700,676100,677700
95120,San Jose,CA,Santa Clara,1351100,1354300,1356800,1358100,1353100,1345800,1343100,1340700,1337400,1336900,1341100,1349600
91001,Altadena,CA,Los Angeles,690100,693200,694200,695900,699000,703000,708500,715200,722200,727500,732700,738300
94588,Pleasanton,CA,Alameda,890100,891900,895000,899300,903000,903000,903000,903300,905200,906900,909300,914900
91350,Santa Clarita,CA,Los Angeles,475600,477300,478400,480000,481300,482600,486300,491400,497000,501600,506200,510300
95409,Santa Rosa,CA,Sonoma,587300,589000,591400,592700,593800,597200,601200,604200,609600,616600,621400,626600
90301,Inglewood,CA,Los Angeles,334300,336200,338400,343200,348000,352600,358300,365100,372000,378100,384800,393700
95969,Paradise,CA,Butte,204700,206700,209600,213300,215200,215600,217200,220000,223100,226900,230700,233900
93705,Fresno,CA,Fresno,143700,144200,144900,146400,148200,149500,150700,151900,153200,153800,154300,155100
92108,San Diego,CA,San Diego,310700,310700,311100,312300,313900,315500,319400,324000,328000,331000,334800,338500
90064,Los Angeles,CA,Los Angeles,1249300,1264600,1279700,1291500,1297800,1303800,1310500,1318900,1329400,1338200,1347000,1361500
91326,Los Angeles,CA,Los Angeles,703200,704900,705800,707700,708700,707800,709200,713900,719500,722800,725700,729600
94070,San Carlos,CA,San Mateo,1595500,1608800,1619200,1622700,1625300,1627000,1630800,1632900,1633500,1635100,1641200,1646500
93101,Santa Barbara,CA,Santa Barbara,761000,767500,773300,776700,781400,788100,794300,796900,799600,807300,815500,818000
92220,Banning,CA,Riverside,191600,191800,191300,191400,192300,194400,196400,197800,198900,200800,202800,203400
91941,La Mesa,CA,San Diego,553100,554900,556700,560400,563700,565200,567200,570400,574700,579700,585000,588500
91316,Los Angeles,CA,Los Angeles,571100,574100,573500,574700,577000,580700,585600,593500,603100,611400,619300,627600
95966,Oroville,CA,Butte,164600,165800,167300,169400,171200,173000,176000,179600,182700,184700,186300,188300
94903,San Rafael,CA,Marin,829400,829700,828600,829800,835700,841400,846800,853900,861700,867300,869900,870600
92651,Laguna Beach,CA,Orange,2009600,2014300,2017000,2027000,2042800,2057200,2068400,2073600,2080700,2094000,2108700,2116800
90504,Torrance,CA,Los Angeles,615200,617100,618400,620500,622200,622700,623500,626800,631700,636200,640900,646600
