"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06"
"Pullman, WA",633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238000,256250,240000,257745,249000,259000,254900,254900,249000,248500,239500,249750,255000,252000,257750,252000
"Thomasville, GA",634,194250,189882.5,189000,187000,185000,180250,177320,174900,169950,175762.5,171000,174900,169950,169500,169500,159900,159900,160000,159500,159000,154900,155000,154900,150000,149900,149450,150000,149900,149900,152450,149000,157950,150000,154900,154450,154900,149900,154000,149900,149900,149900,157000,155000,150000,149900,149900,149900,149900,152000,159000,159500,159900,164900,168800,159900,159900,156200,161000,168125,169000,169000,165000,169000,169900,169900,164950,162200,159000,159000,159900,159900,159000,159000,159000,162000,169900,169900,169900,174900,169999,169000,169900,169900,169900,169900,172250,169900,174900,184977.5,189000,185000,189000,190950,189900,189900,187500,181927.5,185000,189900,194950,189900,185000
"Bemidji, MN",635,169000,169900,169000,169000,169900,172900,169900,169900,165000,159000,154900,149900,143900,147450,158900,169000,175000,174900,170950,169900,169900,166200,160950,155000,159900,159325,154940,163200,165000,164900,164000,160500,160000,159000,159900,159450,154900,149900,154900,164900,169900,169000,164900,164900,159900,159900,156900,159000,159000,159900,159900,164900,164900,164900,162200,159900,154900,149900,149900,144950,146450,149900,159900,169825,169000,166900,165000,164900,165450,159949.5,159900,154900,159900,164850,169000,169900,172500,174900,179850,189900,189900,189900,189900,189900,191900,205000,205000,199900,199900,199750,199000,189900,194900,199000,205000,199900,199900,199900,199400,214900,219000,219450
"Mount Sterling, KY",636,120950,119125,119287.5,119000,119500,120000,124900,124000,122700,122200,122200,116000,116500,119900,119700,124900,124000,125000,125000,123950,122900,119950,117500,116950,115000,107500,109900,110000,109250,108500,109000,108500,109900,109950,112900,109950,115000,110450,112500,110000,112500,110950,114250,108500,109700,109900,106000,105000,109900,109900,109500,110000,109900,114900,112700,112900,112250,115450,109900,109900,109950,114900,114000,114900,115500,119900,120000,119900,118000,119000,118450,117750,118450,117500,109700,114900,118000,119500,124900,124900,124500,119900,116500,119500,125000,124500,124900,124900,124000,117000,118500,117000,116500,124000,124900,120500,125000,127000,125499.5,125000,120000,129000
"Ottumwa, IA",637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89900,94750,102500,114900,108000,110000,97000,93750,90000,89700,85900,89500,85000,89500,84000,94900,94500,94700,97500,99900,109000,99900,99900,93750,99700,101200,105250,105000,99900,99900,99000,90000,99000,99000,95000,89900,98500,110000,94900,95000
"Pahrump, NV",638,144900,149500,145900,148900,139900,143250,134900,135000,135750,132250,134000,125000,125000,119250,125000,123900,125950,120300,115000,119900,119900,114900,110000,104950,104900,111900,111900,110300,114650,118700,125400,129900,124900,126000,124999.5,123500,124400,125000,134700,139900,140457,145000,145000,159000,154500,159000,159900,154750,165000,165000,162450,163450,159900,169950,172450,174900,175000,179995,175000,175000,170900,175000,174500,179450,179949.5,177150,189000,189250,189000,189900,185000,179900,179900,186500,178500,159900,159900,155400,169900,173450,169900,169900,169900,169900,174450,174900,179000,179900,179900,183505,185755,187500,197000,199900,198250,199900,195000,186935,195000,186999,203175,209900
"Menomonie, WI",639,,,,,,,,,,,,,,,,159925,159900,159900,155950,151950,150000,150000,149900,149900,140000,135000,141000,149900,149900,149000,142900,141400,144900,139700,139900,144900,134900,129900,144900,149900,156850,157900,149900,149900,149900,149450,149900,143950,139900,139900,142000,149200,154500,154900,155200,159000,164900,163450,165000,149900,143000,149450,149900,156250,157750,158450,159000,155000,150000,149900,145000,144900,144900,139900,149900,155000,162500,164900,164900,159900,155000,155000,158000,158500,159000,165000,169900,174950,179900,190250,192950,189000,189000,189900,192900,186000,182475,175000,169900,174900,179900,175000
"Selma, AL",640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129500,142000,124900,127500,115000,113500,127500,129250,128250,109900,109900,106500,96750,95000,97762,97000,101500,106500,99900,88000,89250,89000,90000
"Rock Springs, WY",641,189000,189000,177400,173900,169900,171200,179900,169900,165000,169000,165000,165000,164950,154200,171900,174050,185000,194000,192000,195000,189900,207500,209900,215000,209900,209900,205950,215000,219000,218900,210000,209950,205000,199900,204500,199900,199000,201500,199000,205000,205000,205000,205000,206950,205000,204400,2e+05,197000,189900,189450,199900,219500,219900,212000,224900,230000,239900,238000,230450,256000,250900,229900,226500,219700,216000,219900,224900,229500,234900,241500,244000,230000,229900,230000,223450,229900,215000,223500,216000,214500,212000,210000,218400,233250,234000,229700,235000,239900,249900,255000,250000,244800,245450,245000,239000,230000,229950,237000,242700,249000,245000,239000
"Bradford, PA",642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115000,99000,94450,89900,98750,99500,102450,107000,99700,100450,107000,119000,117500,118500,119000,114900,117500,114900,119900,117950,115900,114000,107450,109900,99900,99900,99900,97500,99900,99900,92450,96750,93500,90000,84900,84900,80000,81250,79700,78500,78784.5,85000
"Bardstown, KY",643,129900,124900,138900,139700,138900,138700,139500,138500,134900,134900,135000,129900,129900,131945,129990,139700,134900,135700,132450,130000,134950,124950,128850,124900,129200,123950,124900,128900,139250,139000,137200,137750,134900,129900,129900,129900,129500,129650,130000,136900,135000,139500,135900,135000,139700,133450,134900,134900,129900,129900,129900,139000,143000,143000,144795,145000,148900,145150,149900,149900,144900,145000,144995,147950,145000,146000,145000,148950,144500,144900,139900,144900,144900,147900,148900,149900,148999,159250,159900,160000,169000,172500,169900,173900,169947.5,169000,170750,175900,171749.5,179900,186000,184950,186500,185950,180000,180000,179000,180000,183900,184400,183900,190200
"Cornelia, GA",644,168900,167900,159900,167000,164900,169900,169900,169900,169900,165950,159900,159900,157900,150000,152000,159900,161500,154900,149000,139900,144900,142200,139900,139450,134900,139900,139000,139900,144950,142500,140000,139950,135000,134699.5,145000,149900,149900,147250,149000,146750,148500,149900,154900,159900,159900,159900,159900,159900,159500,159500,159900,169900,169450,170900,179000,189900,189000,180000,180000,185450,179500,179900,180000,179000,169900,169000,167900,169000,179500,179900,189000,189900,190000,189900,179900,179900,184900,197000,209500,203450,199900,189900,219000,206750,227500,214950,209900,210500,219900,219900,223500,219900,227000,229900,229900,229900,229900,237500,242200,244850,236000,239900
"Burley, ID",645,145000,144500,144500,139900,139900,139900,139950,135000,128883,129700,130000,129900,128883,128441.5,123950,119900,130000,119900,129950,129725,129500,128000,130000,129950,129000,127450,127450,128000,129950,129900,129900,131250,133250,138900,139900,138700,135000,127500,115000,125200,129900,132691.5,130250,132500,124500,122900,124700,129950,128700,133450,139000,148450,155000,159900,165500,158150,145000,155000,142500,142500,148450,143750,155500,153950,155500,155000,165900,165000,165900,169000,149000,145000,145000,149900,146700,146250,153700,168700,179950,175450,166000,174900,165000,165000,166000,166000,160000,179000,179900,181200,185000,185000,175000,177750,150000,149000,149161.5,158900,165200,181750,187950,185000
"Greenwood, MS",646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,112500,110000,104350,112000,111000,106900,103500,95840,101000,104700,99000,99000,97500,101000,107500,105000,111000,105000,105000,114000,119000,125000
"Big Rapids, MI",647,119900,119700,120000,129000,125000,125000,125000,129000,125000,124900,124900,119900,119900,124900,122950,124900,124900,124900,124900,121500,119947.5,119000,119900,119000,115000,119900,120500,124000,124900,124900,124900,124949.5,129450,122900,120000,119900,122800,129900,129900,129900,129900,129900,129900,124950,124900,128600,126400,126900,122900,123400,123900,129860.5,134900,129900,129900,129900,127500,124500,115000,114900,115000,119900,120000,124500,129000,122450,122450,123000,123750,123950,126900,124900,119000,119000,132000,138750,139900,134950,134900,131000,129500,129500,125000,123450,120000,127500,129900,132000,140000,144150,144950,139950,139900,139900,139900,135000,139900,139900,145250,148750,149900,145500
"Poplar Bluff, MO",648,98000,94900,94200,94900,98500,89900,89900,98500,98500,84900,85450,79900,79900,79900,89900,99450,114700,113900,115900,114200,114500,116000,114700,109000,99900,109000,114900,119900,119900,119900,115000,119900,111450,114900,111450,119000,119900,119900,129900,129900,129900,129900,129900,124900,120000,119900,115000,112000,109900,112000,113900,119900,124900,123500,119900,119900,119900,119900,119900,117500,109900,113450,119900,119900,119900,119950,119900,125900,129000,125500,124900,120600,119900,119900,123250,124900,125000,124700,118000,119900,124900,124500,112700,110000,112000,110000,110950,109900,114900,113900,124900,119900,124500,122000,129900,128450,125000,119900,125750,128175,129000,124950
"Muscatine, IA",649,,,,,,,,,,,,,109900,118500,129900,129623.5,134900,137000,135000,134700,131950,134950,135000,135000,139450,141400,143950,147900,135000,135000,123900,126200,127700,119900,120900,119900,124900,134000,134900,129900,129900,131000,128900,129900,134900,129995,133900,127000,137400,139900,133700,134950,139700,129900,139700,138950,139700,129000,118500,120000,125450,124950,129995,135900,137900,139900,136500,139900,144900,139500,148500,152200,139900,149000,154950,149000,137450,139900,139900,139900,142250,155400,167499.5,152400,169700,147900,147450,162500,149900,141450,139900,135400,152500,138400,139900,131400,141900,149900,149950,155000,155450,142900
"Alma, MI",650,79000,75000,72900,71000,75000,75000,75000,79000,82950,80925,81900,79900,77900,79450,79900,78450,79900,85400,85400,83350,79900,75000,75000,70000,69900,69900,69900,70000,75750,72500,72900,70000,70000,69999.5,71000,69900,79000,79000,79500,79700,72700,74900,76950,76497,76698.5,74950,73500,75900,74450,78500,79500,80000,84900,85450,84900,84900,84000,79900,79000,78950,79000,78900,78700,79900,83500,89900,89900,84900,82900,79900,79900,79900,75900,76200,75200,78500,88000,87000,89900,89950,89900,90000,89900,89900,89900,89900,89900,97500,99900,97900,99900,96500,98750,89900,86900,87000,82950,80950,83633,84950,85000,95000
"Durant, OK",651,124900,124500,120700,122500,125000,124950,125000,127500,129900,133200,129900,126900,124900,129700,129900,129700,133000,131500,128000,125750,120000,119900,118900,118650,129000,129000,130000,127500,124500,129000,129000,129000,134200,132000,132250,129900,126500,129000,129900,129900,130000,132500,137500,134750,133550,135000,137700,135000,135500,139500,136950,137450,135000,138000,138000,135000,131750,138700,136425,133200,130000,142900,149000,143450,149000,142900,146000,148450,144900,139900,146250,137250,145750,146500,139900,144850,150000,146500,155000,153900,149900,154900,159000,159000,154700,149900,159000,157400,160000,165900,164500,168000,165000,169900,169900,168750,166450,164900,164900,168950,169900,170000
"Seymour, IN",652,105900,99900,99900,95900,99900,99925,99950,101425,109900,106090,99900,97700,89900,92500,95000,98000,99900,108900,110000,99000,98500,99900,98750,104900,112346.5,106700,106250,104500,99950,97500,99900,104500,101200,98950,99900,99900,97450,87700,98450,111450,112450,105500,108250,110000,110000,109900,109900,109900,109900,104900,101400,108900,109900,114900,113950,114500,113900,114400,115000,114950,115000,115000,119900,119500,129400,126500,128900,129900,129900,133950,125000,122900,119700,119900,119900,118500,120000,123900,124900,126450,129900,129900,132500,124900,124900,119900,118450,119900,116450,119450,129000,126949.5,119900,119900,120000,121450,124450,132450,139995,148900,152900,152900
"Douglas, GA",653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114900,119500,111000,105825,115000,123500,122500,123500,125000,125000,129500,129500,129500,129500,124500,116000,119950,132250,130950,124500,117000,115500,116000,124950,122400,129900,127900,129000,129900,133500,135000,133500,129900,129500,129900,126450,119900,119900,119900,119900,109950,108000,114900,119900,119000,126450,119000,125000,125000,125750,124750,125000,129900,115000,119450,129900,139125,138900
"Willmar, MN",654,152900,152700,166450,169916.5,169900,169916.5,174900,174900,174500,169900,175500,169900,162888,159900,169900,175000,174750,175000,169900,168900,165000,159444,150000,145000,145000,148000,153750,164900,166888,166900,164900,159888,162000,155000,154950,159000,157900,149900,152450,159888,167250,169888,173450,169000,164700,159900,159500,153179,149000,139900,144900,149900,152000,153950,154450,159894,159900,159900,159900,159900,157000,156750,159500,159000,159900,159900,159000,155000,151350,149900,149900,159900,156750,159200,159900,169888,164900,175000,172500,179900,179900,178500,174900,178000,170000,167849.5,185950,198450,199888,199900,199900,189000,184900,184888,184700,180950,184888,180000,184500,186444,199900,199900
"Sedalia, MO",655,99900,99800,99000,95900,96750,98500,99500,99500,99500,105700,109000,99900,95000,99000,99000,108325,104850,107500,107000,104900,97450,96400,94850,97000,99000,99000,99000,105000,99999,99000,99500,97450,98850,96500,96500,94950,95950,90000,97900,90000,89900,97500,99825,99800,99850,104900,99900,95250,94500,96000,98499,96000,99900,106100,1e+05,103900,103450,99950,99650,1e+05,99500,97500,94175,95000,95000,98200,94950,98000,98000,95000,92500,92000,95000,98850,89900,92000,93561.5,94875,95000,90000,89900,98500,99900,99900,1e+05,106900,110000,109900,109900,119000,114900,114900,116957,119900,111900,112000,109000,101000,109925,105500,114900,119900
"Paragould, AR",656,,,,,,,,,,,,,,,,,,,124900,118700,118900,113450,112000,109000,114900,112000,115750,119900,121900,125900,125000,118000,119000,115000,115000,109400,109900,110000,117000,115000,111900,105450,116000,117500,119900,117000,112000,116000,115000,110000,109500,109500,119900,119900,115000,109900,114900,115500,115950,119900,115000,119900,119900,124200,127500,127500,126750,132000,130900,128700,124900,121000,117500,119900,121950,119950,124900,122900,128400,128900,126950,124900,125900,128900,132700,134900,137500,137700,139700,139900,139000,130000,133500,129900,129900,129900,131700,137500,143200,139900,139900,139900
"Wilmington, OH",657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132450,130900,127250,138000,138000,141000,139950,143450,137900,148900,149200,148900,142500
"Lawrenceburg, TN",658,119450,119000,119000,119900,119000,119000,117629.5,119000,115000,115000,109900,109950,105000,105999.5,109950,116900,119900,119900,119900,119900,119900,119000,119900,119000,115000,115000,111250,105950,111700,119000,115000,119700,119250,124900,124900,124900,124799,119900,116000,118500,119999,119999,119999,116950,119250,115900,118750,119000,115000,115000,124500,119900,119900,124900,124900,124900,124900,129900,125400,125080,129900,129900,125000,125000,125000,127900,124000,122450,124450,124900,124450,123000,134200,138500,140000,139000,129900,130250,134900,144900,142900,139900,139000,136900,129900,129900,139900,145750,147000,145000,149900,159000,169700,178000,175000,178500,169900,159000,157500,163950,177000,174000
