"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06"
"Morristown, TN",341,178900,174900,174900,170900,176250,174900,169900,169900,169900,169900,179250,172700,169900,169900,169900,168400,167700,159900,159900,159900,157450,154900,149900,149900,149900,149900,149900,149900,149900,149900,149900,147900,144900,139900,139900,144900,139900,144900,149900,149900,150000,149900,150000,149900,149900,149900,149900,149900,149900,147700,149900,149900,149900,149900,149900,149900,149900,149900,149900,149900,149900,149900,154900,157200,159900,159900,159900,159900,159900,159900,152900,149900,149900,149900,154900,159900,164900,167750,169950,169900,165500,169900,169900,169900,169900,164900,168000,169900,175000,175450,175000,175900,179900,179900,179900,175000,175450,178000,179900,183000,181900,189000
"Kankakee, IL",342,149900,149900,149900,154950,154900,157900,149900,150950,149900,154900,154900,149900,149900,149900,140000,147500,144950,145000,148500,149600,152500,149900,142500,139900,138500,139950,140000,139900,137450,139900,139900,135250,130950,134900,132500,129900,129900,128900,129900,129900,129900,129900,129900,129900,129900,128900,119900,121950,119900,125000,129900,134900,130900,129900,130000,130000,129900,129900,124900,119900,122900,124900,127900,129000,129900,129900,129900,129900,129900,126900,129000,125000,125000,125250,129900,129999.5,134900,132000,129900,129900,124900,124000,119450,114987,124000,124900,128900,129900,135000,138400,139900,140900,139900,136000,137000,133000,133000,140900,140900,142900,144900,150000
"Brunswick, GA",343,306000,295000,295000,287500,285000,280000,279700,270000,275000,265000,265000,259000,248750,250000,249900,250000,249900,249900,244000,237000,230000,231000,228000,229000,225000,230950,239900,220000,229000,229900,224900,225000,225000,220000,229000,235000,230000,239900,249900,249900,249000,247500,245000,237900,239500,239900,235000,236000,230000,235000,239900,239900,244990,244990,249000,249000,240000,239000,249137,248500,249137,259900,267750,274900,274900,285000,280000,290000,297500,299900,302900,299990,289900,309900,319000,315000,319990,320000,329000,325000,329000,329000,319000,329000,325000,332495,329900,344450,341190,339990,329900,329900,329990,329990,336990,330000,325000,329900,335000,334500,329995,339000
"Ogdensburg, NY",344,,,,,,,,,,,,,,,,99400,99000,90950,96700,92000,94900,99000,109450,113000,118000,113700,111000,125000,132950,129900,124000,119900,117000,119900,114950,115000,115000,110000,109900,115000,115950,115000,125400,125000,119900,129000,119900,119000,119000,119000,124550,129000,120000,129000,128250,126900,125000,122000,114900,110000,110000,110000,108000,115000,118999,118500,118999.5,120000,120000,119900,119000,118000,115000,110000,118999,108500,119000,115000,115000,115000,114500,109950,105950,101450,104331.5,99900,99900,1e+05,1e+05,99900,1e+05,99900,99900,99000,99000,99000,99000,99000,99900,105900,110000,114900
"San Angelo, TX",345,138500,138500,134000,137500,139900,139550,144950,139900,139600,144900,139250,139900,138900,137500,137000,139700,139900,144900,148900,143750,139900,143500,140000,145000,145000,140000,139900,139900,154000,158000,156000,155000,156900,154000,157250,157500,154000,154000,168400,172425,169900,169900,175000,179900,189750,189000,187950,189950,183000,179900,179950,185000,187200,189500,189900,189950,188450,189950,200450,198950,199000,2e+05,206000,201400,204900,198900,194900,196499.5,197000,195700,189625,192500,199000,197500,195000,195000,189000,185900,182500,183200,187900,191000,189000,189000,189900,189900,194500,199949.5,198900,198000,194750,194500,195000,197250,189900,192450,187300,188150,194900,206900,195000,199700
"Michigan City, IN",346,148850,148800,144900,139900,144900,142000,139900,138000,138800,139500,136000,129900,129900,120000,135900,136750,137500,141800,139900,139900,139900,139000,134999.5,129500,125000,124400,119900,121000,125000,125000,125000,125000,120950,123000,118500,117200,119000,115000,123000,129900,129950,134900,134500,125900,125000,129950,130000,124950,124900,119900,129900,139000,145950,145000,141450,139900,144900,139000,132500,127400,124900,129900,135000,146000,154450,152200,153950,155000,144900,147500,139900,139900,135000,134000,137450,139900,142700,146900,148000,144900,144900,143000,139900,135950,134900,142500,159000,159900,169250,169900,177900,181200,185000,167500,159900,150000,149900,148859.5,159900,165950,178950,189000
"Holland, MI",347,156500,155000,154900,154950,156900,159500,158900,159900,157500,158400,159900,158900,153200,158650,158400,159900,164900,164900,159900,158900,159900,158950,154900,154900,150000,150000,149900,152497.5,151950,159950,164750,167900,168050,169900,164250,164250,164700,168750,169900,174900,176350,174900,179600,179000,179000,179900,175900,179900,177950,177200,179900,179900,189900,184900,182900,182450,179935,179000,172250,168000,169900,174900,173900,179900,179900,179900,179900,179900,185000,183000,183500,184000,179900,181450,199000,199000,202450,209900,215000,214900,211000,210000,215000,214900,219900,222105,223910,229900,239900,244900,239000,239900,229900,226500,230900,225000,234450,239900,235100,234900,245450,248500
"Wenatchee, WA",348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239900,235000,228250,225000,229000,216000,202750,190000,199000,209750,219000,224900,224900,225000,224970,225000,227000,229000,225000,229500,234750,245000,249900,258900,259900,259900,256400,249950,259000,250000,255000,249800,235000,244900,259700,269450,269500,275000,275000,275000,269700,269900,269900,274900,273750,269900,279900,285000,289900,280000,289900,289900,285000,275000,272000,259900,259950,269900,269900,289900,299000,279000,295000,299000,299900,319900,309250,307000,315000,319950,314400,325000,339900
"Lawrence, KS",349,179900,188125,189900,185000,179950,179900,179900,175000,176000,175000,170000,169900,169000,169900,169900,169900,169900,169900,169000,169250,169900,169900,164900,163500,165000,164900,165000,164900,159900,158450,159900,159900,159900,160000,161750,159900,161500,167000,169900,169900,169900,169900,164900,165900,164900,165000,159900,160000,159900,161750,164900,170000,174900,174900,175000,170950,169900,169500,169900,166950,168900,170000,175000,182400,175000,182700,189900,190000,192900,193950,189000,185000,188900,184000,208000,217700,225000,229000,224450,215000,215000,202300,199900,198500,209900,214900,215000,220000,227500,225000,225250,228900,238450,247500,249450,249900,259900,259450,245000,239900,234900,239900
"Decatur, IL",350,85950,89900,93700,86250,90950,89900,98898.5,89900,92200,96450,89500,83500,84900,88000,89900,89900,96750,99897,95000,99900,99500,94900,94900,90000,94950,99898.5,104900,105000,104900,104900,99350,95000,94500,99897,99897,92500,89900,89900,92900,89900,99000,102500,99000,92900,97900,97897,89990,98450,94500,99900,105000,108700,113900,110000,113900,109700,105250,104950,104900,1e+05,99900,98500,99900,99999.5,105950,109500,104897,104900,104900,1e+05,107250,99950,99900,96000,97500,99900,104250,104900,99900,102500,98750,99000,93200,89698.5,89900,89250,90000,96500,101875,102900,104200,99900,99900,104900,104900,103500,104700,96900,99900,107000,108851,109900
"Missoula, MT",351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248000,250000,250000,259000,259500,259900,269000,265000,269000,269000,275000,275000,269900,269000,265000,277750,279000,275000,279000,276750,278900,275000,279000,269450,273450,285000,279900,289700,295000,293200,299000,299900,3e+05,306602.5,301450,3e+05,304950,310000,319000,319000,319450,319900,319900,325000,325000,325000,329250,329900,325000,322500,329000,339000,340000,342000,344650,340000,341000,355000,353500,359900,359450,355000,359000,355000
"Salem, OH",352,89900,89900,89900,102000,106000,110900,99900,99900,99500,99900,104127.5,100900,99900,100900,98500,99900,99500,99700,99900,101900,104900,99900,95000,89900,89900,89900,83900,84500,89900,89900,89900,94900,94500,98200,94900,89900,87700,87500,89000,95000,101700,101700,100900,101400,102000,102000,95000,95000,99900,97900,95000,95750,97750,1e+05,1e+05,99900,96700,99450,99000,94900,99900,96900,104450,109900,104000,109900,109700,106450,105000,105000,99900,99900,107250,106500,104950,108250,113000,109900,108450,104900,99950,99900,99900,99500,99900,99700,100050,1e+05,1e+05,99900,104850,99500,99900,99999,95000,92000,89900,89900,89900,99900,109900,112000
"Bay City, MI",353,79900,79900,79900,89900,89900,89900,84900,82250,87900,84300,79900,73000,65000,72500,61830,62900,66900,65000,65722,68400,74900,74900,74900,72900,71500,72700,79900,81070,79900,71135,75700,78450,79900,79900,79900,84900,83200,79949.5,79900,84900,89900,89900,90000,83000,89900,89700,89900,84200,79900,85000,84950,89900,89900,89900,89900,91900,89900,87000,84900,84200,79900,79900,84900,89900,90950,92500,94900,92950,90000,85900,85900,83500,79000,79000,79900,85950,86900,86900,85950,85700,84900,80000,79900,79000,78900,79900,84900,92500,89900,89900,89250,89900,89000,87648.5,89000,87900,86900,88450,89900,89900,94950,94900
"Lewiston, ME",354,164000,159900,159900,159000,164000,165000,160250,164000,160000,159900,159900,154000,150000,153000,155000,152750,150000,150000,150000,154250,154500,150000,150000,149900,149900,145000,149900,150000,149900,149900,149000,149250,149000,144300,141450,143735,140500,140000,145000,148900,148700,149000,148000,145000,143500,139900,137850,139900,139900,136500,143500,145000,149900,154900,154900,157500,155000,152000,149900,145300,140000,140000,142000,140000,149900,150000,152300,154900,154950,157500,155000,155000,159900,151200,159499,164900,159900,159900,159900,162450,159900,159900,155000,150000,153166.5,159500,170000,170000,175000,174900,174000,169999.5,169900,175000,174999.5,179997.5,179000,173700,175000,187700,175000,179450
"Roseburg, OR",355,210000,210000,209900,206450,199900,199900,199900,199000,199000,199000,198000,194876,189800,185000,185000,185000,189000,194000,189900,189000,187000,180000,164400,146500,149000,149999.5,150000,149999.5,157900,157900,159000,169888,169000,169999.5,174900,169900,169000,169900,172900,178500,179000,179900,183750,180000,185000,187500,183700,179900,180000,184500,181395,189900,179900,181000,189000,188500,189000,179900,179900,179900,179900,187000,189650,189900,192750,192000,187950,189000,189000,189500,185000,181125,184900,184950,189000,199900,204950,215000,219000,219900,215900,209900,209900,199900,199900,196500,205000,214900,220000,223749.5,225000,219900,220000,219900,225000,229950,230000,234500,234950,239000,239900,249000
"Sumter, SC",356,130203,133500,134900,134900,134691,131500,119900,127900,127250,127964,128700,124987,125000,129000,129500,129900,129900,129900,129900,129500,129500,129900,129900,134181,137940,133875,135450,135900,133700,135000,134800,138667.5,131000,131900,135000,134500,132500,131900,134900,135700,134700,133000,131523,130000,130000,133500,131500,131250,132900,135000,135000,135000,139900,140000,139900,134971,135000,133000,130000,130000,130000,129900,129900,134900,137000,137900,137500,134900,130000,130000,137000,134900,135000,135000,137700,139500,138438,137700,138900,136950,132000,134900,148900,147500,145000,145900,147000,149500,151500,154900,155000,154199.5,154900,149949.5,147500,149900,150000,149250,148007,153750,152950,157900
"Meridian, MS",357,,,,,,,,,,,,114000,109900,119900,123950,134500,134500,134000,135250,141000,143500,144500,143750,140000,143500,134000,150000,148000,149950,148000,150000,149200,139500,135750,133000,135000,134000,143500,137000,142500,159750,165000,159500,145000,148500,149000,145000,126450,123950,133000,132000,141500,144000,145000,143750,139750,144750,145000,139500,138250,137500,134000,139500,137500,128500,128000,139250,144250,149900,134900,125000,129750,149500,150000,150000,140000,144900,155500,172250,170000,165000,163450,158000,154950,160000,152450,149000,159000,145900,135000,135000,135000,136500,139450,139000,141000,139000,139900,155000,147000,145000,139900
"Show Low, AZ",357,225000,225000,224900,225000,222450,219900,217300,215000,217550,215000,209000,199000,189900,179900,185000,189000,189900,189900,190000,190000,190000,179900,175000,169900,169750,169000,169900,171300,179900,184950,184950,179900,180000,179000,175000,169900,171250,169000,169000,179900,189900,189900,194949.5,194900,189900,189900,191950,195000,195000,194900,202450,215000,224900,195250,189900,197950,199250,198500,205000,205000,207950,210000,225000,229000,237900,239900,249000,242500,239900,244900,235900,231900,229900,229000,225000,229900,239995,242500,239000,237500,239000,239900,239900,234950,229000,232000,235750,247500,249888,252000,253000,255000,256000,257250,259000,259250,249000,247400,249800,259000,264900,265000
"Bluefield, WV",359,114950,115000,116500,115000,115000,118750,119000,125000,129900,134500,130000,129450,119500,119950,118500,119000,123500,122000,119900,124900,120000,119000,119000,115000,116000,119000,119250,120500,123500,120000,115000,112000,113497.5,110000,114447.5,110000,111450,110000,115000,117050,119500,119899,119900,119500,119000,119900,119500,119500,119500,123000,119900,120000,120000,120000,124900,124900,124900,119900,118000,119000,118000,120950,124950,120000,119000,119000,122250,124900,124000,124950,124950,124000,120000,120250,125000,126000,124700,125000,127500,125000,120000,119000,114900,114999,119900,120600,124900,123400,120000,124500,119900,119900,119900,119000,114947.5,115000,115000,111000,115000,119000,119900,119900
"Danville, VA",360,,,,,,,,,,,,,,,,,,124900,124900,119900,120000,120000,119900,115000,110000,115000,117900,119900,119900,118900,107900,109900,105000,99900,99900,99900,105000,109900,118000,115625,114950,109900,109900,105930,109900,109000,105500,1e+05,108450,99900,99900,108000,114900,114950,113700,114900,113200,114900,112900,109900,109900,110450,113500,114900,114950,114947.5,114900,119000,139000,132000,133900,129900,129900,109250,105000,109900,110000,111450,109950,109900,110000,109700,109900,115000,114900,115000,114900,115000,121400,124250,114900,114900,119900,115000,116000,115000,116000,117000,119950,119900,122500,125000
"Cookeville, TN",361,158900,157900,158950,159000,159900,159900,155000,154900,154900,155900,155900,151800,149900,149444,149000,149900,149900,148900,145000,144700,144900,140947.5,139947.5,139995,139000,137900,144900,139900,139900,139900,139900,139900,138900,139800,138900,135000,139250,134964.5,139000,139000,141550,141900,144900,144964.5,141900,139850,140000,140000,143900,142500,139900,144900,139900,146450,139900,138800,149900,145900,149900,149900,144900,149900,152500,160000,169000,169425,169914.5,169900,169900,171964.5,174164.5,175000,174964.5,175000,175000,189450,189999.5,179900,184900,189000,194950,185000,185000,189000,184914.5,180000,189500,189900,185000,179900,182700,179900,184900,189900,179950,174900,175000,178750,184500,189900,176964.5,188250
"California-Lexington Park, MD",362,299000,299000,299000,295700,299000,295900,299000,294950,279925,279900,282500,279987,274900,269900,279900,279937.5,284950,279900,279650,284900,279700,279000,279200,274950,279000,275900,280000,289900,279900,279900,285000,279900,275250,269000,267500,259900,263911.5,268400,274825,284900,289900,295000,289000,279900,276250,279631,296395,325000,299900,299900,299000,299900,299900,299000,295000,289000,294400,285000,284900,280000,279900,279900,284700,284900,288950,295000,287950,290895,299900,288950,279999,279000,284990,274949.5,282200,284900,289900,290800,290000,287445,287000,279900,280708.5,274900,269900,275000,284900,290400,297500,299900,299900,299000,299000,299000,289900,279900,279900,284900,285000,298000,309900,309900
"Gadsden, AL",363,149900,149900,148950,139500,139900,139500,139900,137500,134900,134900,134900,129900,134900,139900,137000,129900,129900,134900,139000,138950,134900,129900,129900,129900,129900,129900,129900,129000,129900,129500,129000,129000,129900,129900,129900,129900,129900,129900,129900,132250,134900,134900,129900,129900,129900,135000,138500,132900,130950,134900,139900,140450,144900,149000,143950,129900,129900,128000,125000,124900,124900,119900,122900,122925,124975,126950,126900,130000,129999.5,129900,131900,129900,129900,129900,134995,134900,139000,139000,139750,139000,139625,139900,137900,134900,132000,134850,134950,139900,144900,145000,143700,145000,147900,149900,149500,139900,139900,149000,145000,147000,144900,149000
"Cumberland, MD",364,119500,119900,119903,119900,119900,124900,120000,119950,124000,119000,119900,119555,115450,115900,115000,115000,119699,123900,124700,124900,124900,124900,120000,124900,125450,124950,129899,124900,125000,125000,123000,123950,124900,124900,119900,119000,114898,114898,117903,117401.5,117750,124900,124500,120000,115000,115000,114449,115000,109900,114450,114900,115000,119500,119000,119000,118250,114999,110000,107000,105450,104900,100575,105900,108000,110000,110000,109000,105000,106000,105500,104901.5,102500,108000,105000,115000,119900,119900,119000,117950,117900,114900,114900,109903,105000,105000,109000,105000,108900,109000,109000,109900,109000,105000,109000,105950,108900,109000,111353,109900,115000,114900,115700
"Longview, WA",365,199250,199000,189900,189900,189000,189900,189900,189900,189000,187900,188950,179900,175000,174700,174900,174900,179000,179000,179000,175000,170500,165000,154000,149000,149900,156000,157950,160000,159950,164900,163500,169000,165000,164900,159975,159900,162250,164900,165000,169900,169900,170500,174900,179800,179900,179000,175000,176000,175000,179000,179945,189900,184900,179900,185000,184000,179975,179900,179900,174900,179000,184900,189900,189900,194950,197000,199500,205000,199250,199000,199000,199000,199000,199900,214949.5,221000,220000,225000,224900,225000,224000,221900,212000,214900,214500,209000,217400,220000,229900,240000,255000,249900,249974.5,249900,244900,239900,220000,235000,234900,239949.5,249500,250000
"Whitewater, WI",366,250000,249900,249900,249900,249900,250000,254900,256400,249000,239900,239500,229000,219500,225000,224900,224900,225575,225000,219900,219000,219900,219000,219000,209900,2e+05,199900,199900,202700,214450,209900,208000,209000,214900,208000,2e+05,199900,199900,202450,210000,216950,219000,219500,215000,219500,219900,219900,219900,219000,209900,204900,219000,218900,220000,223000,217900,221900,219000,219900,224900,217500,215500,214900,212900,214900,219000,219000,215000,215000,219000,224000,222500,217750,219900,225000,229450,229000,219900,220000,239900,250290,249000,249900,250190,254540,249950,253190,250145,250000,251190,259900,249900,254900,258250,259900,261990,257500,259000,259900,262200,259900,263650,262200
"Fond du Lac, WI",367,139900,139900,145000,139900,139900,139900,139900,139900,139900,139900,144400,136950,134000,134950,136400,139000,139900,134900,139900,139900,138700,139900,138900,139900,139825,134900,131000,130500,129900,128950,129900,129900,129900,129850,124900,121400,124250,127750,124900,129900,132500,139900,139900,134900,129900,129900,129900,129900,129900,129900,129900,132450,134100,134900,129900,129000,129900,129700,126900,124800,122000,124900,125000,127900,128900,126000,124900,119900,119900,121900,122700,123450,119900,119450,123900,124900,126950,129900,129900,129900,129900,129250,123250,121900,119900,117950,129000,134900,138950,139900,141550,139900,139900,143300,139900,139900,139900,144900,139900,139900,144900,149900
"Ithaca, NY",368,210000,210000,219900,219900,225000,225000,220000,218950,219450,219000,219900,219900,219000,219900,214900,202500,208500,214900,210000,207000,199900,199000,199725,199900,199250,199550,203500,213000,210000,209900,199900,206000,210500,212500,209900,214000,199000,199500,199999,211500,215000,219000,214900,218250,199900,199900,197250,195000,197250,213750,224750,229000,235000,235000,219900,229000,224150,226250,225000,224950,238000,247000,249000,239900,236000,229000,229250,229500,230000,234450,234900,249000,238000,245000,249900,247250,245000,239500,229900,234750,229900,235900,239450,233700,235000,249900,265000,267000,259900,250000,249900,249000,250000,259000,255000,249000,232900,235000,259900,255000,259000,255000
"Ashtabula, OH",369,114900,109900,109900,108500,109000,109900,109900,109000,109900,109900,104900,97250,97550,99000,98900,99000,98950,99900,106950,108900,109900,109000,109900,105250,104900,1e+05,1e+05,103647.5,104900,109900,109900,112500,109900,107950,103900,1e+05,99900,99000,99000,99900,99950,103950,99900,99900,98950,99000,99900,97317.5,99000,99000,105300,103000,104900,99900,99900,104900,99900,99900,94900,90750,89950,92500,96250,98500,99999,105000,104900,104900,104187,99900,98500,94900,95500,94900,95500,98850,99900,103900,99900,99950.5,106450,99900,94900,94900,94900,94950,97900,99900,104949.5,1e+05,106900,109250,109900,104700,98000,99900,99900,104990,104700,114250,110000,114950
"Gettysburg, PA",370,224900,218450,218000,219900,216400,212900,212900,209300,209900,209000,199958,199900,199900,199900,199900,199900,199900,199900,199900,195000,189900,189900,189000,181000,184900,179990,189700,181000,179900,184900,179990,184900,179900,179900,179945,179900,179900,186000,189900,189900,199900,205616,215371.5,209900,219900,219541,213000,224000,219900,201768,201285,207499,209900,210818.5,219016,219000,225747,224900,219900,220000,219900,211900,209900,213300,219900,221515,219950,219900,224500,219900,220000,220000,219900,224900,234950,221900,225000,224000,209637,208519,215535.5,225209,218234,220521,219900,211463,215000,219995,222019,224324.5,219960,223736,224950,227400,224700,226048,225500,229900,235691,242000,235562,235596
"Pine Bluff, AR",371,99900,99900,99900,102900,105000,108500,109250,109500,109900,109900,110000,105000,99900,1e+05,99975,1e+05,103000,99900,99500,99500,99000,94900,97950,98250,99900,104000,1e+05,107950,107950,114500,111000,99500,113450,102000,110900,99900,98250,94700,89900,94900,99500,99500,99500,99900,99700,95450,98750,94950,98500,99950,98000,105000,98900,102250,109450,105000,101250,98250,97500,97500,95000,97500,96000,99900,99900,99900,99900,98750,96000,97950,97700,97700,98200,99900,99900,101250,109450,110000,110000,107500,1e+05,105000,106250,98500,89900,93000,97686.5,91250,90000,94900,97250,94000,95000,97450,99500,95500,97000,99000,89250,95000,98500,99000
"Tullahoma, TN",372,159900,159249.5,159900,159499.5,158900,159500,157000,149900,154900,149900,155000,154900,155750,154900,154900,154200,158267,152500,154900,154900,154900,150000,152500,149900,149000,145900,144100,139900,139900,139900,145400,149000,149900,149900,149900,149000,144900,146900,149900,149900,156900,159900,160999.5,159900,164900,159900,159900,164359.5,162500,162000,165000,169900,170500,169900,169900,169000,169500,164900,159000,159900,169700,164900,158450,159900,169700,171900,175000,179900,179000,179900,175000,172000,174999.5,176000,179900,179900,184900,184900,189900,188000,189000,185000,189900,195449.5,189000,179900,189900,199950,199950,199900,219900,215000,213500,214500,213000,212000,215000,199900,215900,224900,231450,235600
"Richmond, KY",373,154900,154900,155480,154500,155000,154900,154995,149900,149900,149700,149900,149650,149400,149900,149900,149000,150000,149900,149900,149250,149900,149900,147000,147250,147000,145000,145000,149000,148950,149900,149900,149000,149900,149900,145000,149000,145450,144000,145000,147500,145000,146450,139900,139900,139500,139900,139000,135000,135900,139000,139900,139900,142900,144900,144500,141950,139900,139900,140000,139900,139900,142000,143950,144250,144900,149000,149900,149900,149900,149000,149900,149450,147250,145900,149700,149900,154900,158000,158000,157000,159900,160000,159900,164400,159900,164900,165000,164950,165000,169000,169900,170000,173000,169900,169900,169000,170000,169900,169900,174125,169900,169900
"Adrian, MI",374,119000,119000,114900,115000,118900,119000,117157.5,115000,115000,115000,114900,107000,1e+05,105000,105000,1e+05,106900,109900,109900,109900,109875,104900,99500,99500,99250,99700,99900,107800,105000,109900,114450,113950,110000,109900,104900,104900,109875,115000,119000,119900,124900,124900,124999.5,119949.5,119900,119000,118450,115000,109000,109900,114900,119900,125000,131950,132750,134900,129000,131900,124900,119900,119900,124500,129900,132000,132000,132000,130000,132875,130000,129900,129400,127700,119900,125000,125000,129900,134900,134900,135000,139900,139900,135000,129900,129900,129900,134900,137900,145450,149900,154045,153995,146900,144900,139900,138500,136900,135000,133400,134900,144900,144900,140859
"Twin Falls, ID",375,149949,150000,149900,149900,149900,150000,151900,150000,150000,149900,149000,144900,144900,140000,144900,145000,149900,149900,149900,149900,148900,149000,145000,144900,149900,149900,149900,151900,149900,152000,149900,151750,149900,145000,145000,143200,142300,144950,149900,155000,155950,162150,165155,165000,164950,159900,159900,153490,150990,154945,158000,159900,164900,169000,169450,169900,169900,169900,169900,177220,170440,173350,178240,179000,177990,175000,175000,173745,174500,179900,182995,183000,182000,182995,184950,189620,189900,195950,199900,189900,189900,189900,194950,2e+05,2e+05,2e+05,199900,224758,229900,229900,229900,225941,225941,227000,225000,225000,227995,230000,232000,239900,235540,229900
"Corning, NY",376,125000,129000,129900,129900,129900,129900,129900,129500,129000,124900,128500,124950,123500,114900,120000,124900,119900,120000,120000,119900,119900,119900,119900,128700,133900,129000,130000,129900,129900,129900,129900,125000,126900,124900,125950,129000,125950,125000,126500,126500,129250,128000,127100,124500,124000,119900,119500,119000,119000,119000,124500,129900,129900,128825,129900,127500,124900,124900,124000,119900,119900,124900,128500,129550,139900,139900,139900,134750,133700,129900,132995,129900,128500,129900,129800,129900,129900,133250,129900,129900,124700,120000,120000,124900,124900,119900,119950,117500,124900,125000,133250,129900,129900,129900,134900,131000,129900,129000,129900,129900,129000,125950
"Sebring, FL",377,139900,139900,139000,135000,130000,129900,129000,125000,125000,119900,118700,117700,115000,109900,112000,112000,110000,109900,109000,108450,105000,99900,104900,99000,97515,94500,94900,89900,89500,88900,85000,85000,85000,85000,85950,85000,85000,88950,89900,89900,94900,95500,95000,94250,90000,94945,95000,97500,97950,103000,109250,106850,110000,114949.5,105250,109000,110997.5,114900,115000,118500,119900,124700,125000,126900,128500,128500,129900,130900,133750,134900,136400,138249.5,139900,140950,139900,140000,149000,145000,149000,149900,150000,154900,154900,154900,157500,149900,149100,148950,148000,149000,145000,148000,149900,154900,156900,155900,154900,157900,154900,154900,159900,159900
"Truckee, CA",378,419000,410000,399000,396500,399000,414750,399000,399000,399000,396000,389700,359000,350000,349900,350000,349950,350000,368000,369000,360000,354500,349900,326725,317000,299900,299900,299000,325000,327500,339000,349000,345000,339700,342500,349999.5,335000,339000,349925,360000,370450,385000,399000,395500,391000,385250,385000,385000,375000,360000,359000,377000,380826,405900,414719,419000,414769,4e+05,399900,399000,399900,400975,404500,424950,425000,425000,429000,433500,429000,446500,449000,449000,449000,449000,430000,440000,449000,465000,489000,499000,499950,510000,507000,499000,499000,508500,514000,5e+05,516500,499900,508000,523450,530000,525000,504500,525000,522000,519000,525000,529000,525000,525000,524900
"Paducah, KY",379,139900,139900,139900,141500,144000,139900,133750,133900,134900,129900,129900,129900,129900,124900,125000,124900,139000,139000,139000,138000,139900,134700,129900,129900,134900,142900,144900,139900,144000,139900,145000,144900,137625,135000,135000,135900,135900,139250,137500,139500,139900,139700,139900,139900,139900,144900,139900,139900,135000,139500,139500,135450,134900,139000,136000,135000,139900,139000,135000,139900,134900,137000,138900,136450,139900,146000,149900,139900,139900,139500,139500,134900,134900,134900,139000,134900,138250,141750,144500,142500,139900,144000,139900,136500,136950,135900,139900,139900,144900,144900,149700,147500,144000,146900,139900,139900,135000,132700,139900,139900,139900,139900
"Shelby, NC",380,119900,116450,115000,115000,115000,110000,110950,115000,115850,116000,116000,115000,110000,109900,109900,115900,119900,122000,124900,125750,128000,125900,125000,125000,129000,122450,121500,119900,120750,124000,120000,124900,119000,119150,125000,125000,120000,119900,123100,124450,125000,123937.5,127900,125000,129000,129000,127000,119950,119000,124900,135000,135500,139000,140000,139500,139000,139900,138900,134950,138900,139000,139900,129900,134900,136450,135000,139900,144900,144900,134900,133990,132000,129900,129900,129900,129900,127750,129900,134900,132000,135450,139900,134900,132900,131495,129900,129900,130000,139900,141000,135000,138000,139900,134900,135000,135000,135000,135000,139900,150000,156500,155000
"Fairbanks, AK",381,218000,222400,211450,225000,232900,234450,234900,235000,230000,231450,222400,223000,225000,222500,229900,229900,225000,226450,229900,225000,220000,219900,216000,219900,216500,219900,219900,220000,229900,229900,229000,225000,224900,224900,219250,219900,222900,219900,224900,225000,225000,224900,223000,219900,211750,214900,207000,199900,194700,199900,204450,214900,215000,215000,215000,214900,209450,199000,189900,189900,197000,199947.5,219900,219900,219900,219900,214000,208000,208500,199900,199250,198900,199900,202000,224900,224900,228500,228500,224900,224900,224900,219500,219500,215000,214500,214900,214900,219900,219900,214950,217750,219900,219900,214900,198950,199900,204700,209950,216900,239900,233000,234950
"Ocean City, NJ",382,495750,495000,489000,479000,479000,495000,495250,490000,495750,479000,469900,459000,449000,439900,440333,435250,439000,425000,419900,411000,419900,399000,399000,387750,394750,389900,399900,395000,375000,370000,374950,369000,374900,374900,379000,379900,389650,389900,399000,389900,397950,391450,389000,384500,399000,399900,407250,419000,419000,419000,399900,399000,399000,399000,379900,379000,385000,385000,389000,389000,393000,399000,399000,399000,385000,373950,369000,369900,379450,389900,389900,389900,384900,389900,389000,397900,399000,399000,399000,399000,399000,398950,395000,395000,399000,394000,389000,379900,379900,375000,379000,375000,399000,399000,399000,399000,399900,415000,409900,399900,399000,402500
